1.24,1.16,0.98,1.02,0.68,0.25,0.17,0.23,0.53,0.81,1.08,1.12
0.94,1.08,0.77,0.61,0.57,0.25,0.2,0.14,0.48,0.48,0.55,0.8
1.2,1.18,1.13,1.01,0.91,0.81,0.7,0.77,1.05,1.1,1.11,1.37
1.22,1.41,1.11,1.26,1.22,1.06,0.71,0.71,1.42,1.28,0.99,1.35
1.4,1.16,1.31,1.28,1.01,1.02,0.79,0.82,1.26,1.22,1.32,1.32
1.27,1.14,1.13,1.32,1.8,0.95,0.74,0.74,0.99,0.98,0.96,1.41
1.09,1.6,0.95,1.11,1.07,1.0,0.65,0.62,0.79,1.13,1.15,0.99
