0,0,0,62707833,31741358
0,0,0,62697809,31741358
0,0,0,62698413,31741358
0,0,0,62698403,31741358
0,0,0,62697596,31741358
0,0,0,0,31741358
0,0,0,0,31741358
0,0,0,62694798,31741358
0,0,0,62693048,31741358
0,0,0,62693327,31741358
0,0,0,62692578,31741358
0,0,0,62691041,31741358
0,0,0,0,31741358
0,0,0,0,31741358
0,0,0,62687468,31741358
0,0,0,62686360,31741358
0,0,0,62686166,31741358
0,0,0,62687527,31741358
0,0,0,62686374,31741358
0,0,0,0,31741358
0,0,0,0,31741358
0,0,0,62684976,31741358
0,0,0,62685393,31741358
0,0,0,62686410,31741358
0,0,0,62686639,31741358
0,0,0,62687475,31741358
0,0,0,0,31741358
0,0,0,0,31741358
0,0,0,62689461,31741358
0,0,0,62689327,31741358
0,0,0,62689594,31741358
5660544,16499009,13717140,62689936,31741358
5660614,16499384,13716884,62688517,31741358
0,16499262,13716982,0,31741358
0,0,0,0,31741358
5659466,16497088,13716686,62686837,31741358
5658764,16494141,13716037,62684705,31741358
5657737,16490819,13715157,62683698,31741358
5656245,16487224,13714135,62682862,31741358
5653569,16482906,13713602,62681225,31741358
0,16475516,13713050,0,31741358
0,0,0,0,31741358
5642357,16459132,13712669,62672325,31741358
5638418,16448892,13712538,62668604,31741358
5635300,16440222,13712018,62665664,31741358
5632271,16432324,13711401,62663204,31741358
5628459,16421455,13711110,62658603,31741358
0,16411990,13710574,0,31741358
0,0,0,0,31741358
5613548,16388075,13710907,62638085,31741358
5610153,16376757,13709729,62631533,31741358
5608770,16367162,13709350,62626860,31741358
5606710,16361022,13708647,62621762,31741358
5602835,16349626,13707721,62613911,31741358
0,16336066,13706371,0,31741358
0,0,0,0,31741358
5583354,16308769,13703693,62591182,31741358
5578531,16294001,13703038,62585305,31741358
5577296,16283204,13701404,62578474,31741358
5575093,16273962,13700411,62570339,31741358
5570115,16259485,13698213,62562314,31741358
0,16246630,13697040,0,31741358
0,0,0,0,31741358
5544913,16214787,13694441,62529316,31741358
5538599,16195364,13692325,62519351,31741358
5539024,16186730,13691320,62511193,31741358
5536483,16177939,13690856,62501352,31741358
5530210,16163936,13690314,62490742,31741358
0,16147968,13688321,0,31741358
0,0,0,0,31741358
5505880,16109834,13686281,62453012,31741358
