23.0,8.0,8.0,44.0
19.0,7.0,11.0,36.0
21.0,19.0,11.0,43.0
24.0,15.0,6.0,39.0
18.0,16.0,13.0,42.0
30.0,23.0,11.0,40.0
31.0,15.0,14.0,49.0
17.0,24.0,21.0,47.0
38.0,15.0,12.0,22.0
37.0,21.0,18.0,25.0
25.0,24.0,16.0,51.0
20.0,21.0,13.0,44.0
34.0,21.0,14.0,49.0
35.0,30.0,16.0,70.0
26.0,17.0,14.0,52.0
33.0,34.0,10.0,42.0
32.0,20.0,15.0,30.0
33.0,22.0,23.0,67.0
26.0,30.0,19.0,61.0
28.0,13.0,16.0,63.0
25.0,20.0,17.0,59.0
29.0,16.0,10.0,61.0
29.0,22.0,12.0,41.0
22.0,13.0,14.0,42.0
27.0,18.0,18.0,66.0
23.0,28.0,24.0,90.0
32.0,19.0,12.0,80.0
25.0,32.0,15.0,79.0
37.0,21.0,19.0,79.0
35.0,20.0,10.0,51.0
31.0,25.0,19.0,55.0
35.0,19.0,25.0,89.0
39.0,19.0,20.0,90.0
44.0,36.0,29.0,100.0
34.0,39.0,40.0,112.0
31.0,41.0,50.0,101.0
28.0,38.0,45.0,62.0
54.0,46.0,52.0,77.0
48.0,76.0,79.0,106.0
47.0,85.0,94.0,88.0
42.0,92.0,111.0,124.0
51.0,90.0,106.0,148.0
35.0,92.0,118.0,114.0
50.0,80.0,98.0,127.0
56.0,90.0,95.0,127.0
60.0,109.0,142.0,161.0
65.0,146.0,161.0,202.0
68.0,139.0,168.0,192.0
67.0,157.0,188.0,220.0
67.0,126.0,197.0,237.0
75.0,97.0,166.0,210.0
73.0,103.0,162.0,201.0
81.0,162.0,188.0,243.0
73.0,161.0,197.0,276.0
72.0,194.0,222.0,294.0
84.0,159.0,232.0,311.0
78.0,157.0,235.0,326.0
70.0,133.0,239.0,264.0
75.0,123.0,203.0,278.0
66.0,152.0,238.0,348.0
77.0,186.0,258.0,381.0
74.0,205.0,277.0,411.0
87.0,182.0,281.0,510.0
79.0,182.0,270.0,426.0
83.0,138.0,248.0,348.0
71.0,140.0,224.0,380.0
87.0,169.0,270.0,439.0
81.0,176.0,293.0,508.0
85.0,194.0,326.0,524.0
83.0,218.0,339.0,552.0
87.0,178.0,340.0,581.0
78.0,144.0,267.0,469.0
98.0,151.0,253.0,481.0
83.0,181.0,278.0,539.0
88.0,181.0,334.0,556.0
74.0,242.0,322.0,650.0
94.0,211.0,327.0,660.0
90.0,211.0,354.0,624.0
86.0,133.0,317.0,536.0
84.0,139.0,279.0,501.0
93.0,193.0,309.0,650.0
89.0,196.0,306.0,657.0
99.0,202.0,321.0,694.0
82.0,205.0,363.0,776.0
91.0,172.0,350.0,707.0
97.0,161.0,338.0,540.0
105.0,136.0,266.0,523.0
104.0,211.0,327.0,649.0
