0,0,0,358,828,0,0,0
0,0,0,379,821,0,0,0
0,0,0,429,786,0,0,0
0,0,0,480,771,0,0,0
0,0,0,596,664,0,0,0
0,0,0,0,755,0,0,0
0,0,0,0,773,0,0,0
0,0,0,702,544,0,0,0
0,0,0,626,535,0,0,0
0,0,0,700,581,0,0,0
0,0,0,761,566,0,0,0
0,0,0,784,603,0,0,0
0,0,0,0,656,0,0,0
0,0,0,0,735,0,0,0
0,0,0,835,581,0,0,0
0,0,0,767,613,0,0,0
0,0,0,811,624,0,0,0
0,0,0,919,655,0,0,0
0,0,0,959,630,0,0,0
0,0,0,0,817,0,0,0
0,0,0,0,827,0,0,0
0,0,0,1067,648,0,0,0
0,0,0,960,643,0,0,0
0,0,0,966,630,0,0,0
0,0,0,1165,702,0,0,0
0,0,0,1209,742,0,0,0
0,0,0,0,906,0,0,0
0,0,0,0,959,0,0,0
0,0,0,1362,770,0,0,0
0,0,0,1180,724,0,0,0
0,0,0,1240,755,0,0,0
1148,715,3,1379,802,0,0,0
1095,773,1,1469,828,0,0,0
0,918,2,0,1126,0,0,0
0,0,0,0,1342,0,0,0
1792,1382,0,1547,1090,0,0,0
1843,1475,1,1286,1114,0,0,0
2091,1717,0,1419,1246,0,0,0
2445,2006,2,1604,1395,0,0,0
2706,2240,0,1756,1708,0,0,0
0,2512,3,0,2332,0,0,0
0,0,0,0,2880,0,0,0
3657,3299,3,1982,2353,0,0,0
3209,2984,2,1683,2211,0,0,0
3414,3266,4,1815,2537,0,0,0
3599,3599,2,2155,2638,0,0,0
3771,3801,2,2397,2997,0,0,0
0,4090,4,0,4072,0,0,0
0,0,0,0,4672,0,0,0
4693,4887,4,2796,3666,0,0,0
3964,4349,9,2500,3359,0,0,0
3901,4573,11,2752,3717,0,0,0
4283,4733,17,3101,3982,0,0,0
4407,5069,14,3371,4188,0,0,0
0,5474,6,0,5588,0,0,0
0,0,0,0,6365,0,0,0
5160,6223,18,4086,4930,0,0,0
4406,5773,7,3645,4548,0,0,0
4523,5816,12,3957,4716,0,0,0
4612,6175,14,4421,4956,0,0,0
4874,6404,14,4678,5289,0,0,0
0,6521,16,0,6908,0,0,0
0,0,0,0,7622,0,0,0
5501,7505,23,5450,5982,0,0,0
4686,6775,22,4794,5402,0,0,0
4730,6733,19,5077,5494,0,0,0
4930,7072,18,5579,5926,0,0,0
5050,7235,20,6013,6423,0,0,0
0,7503,15,0,7957,0,0,0
0,0,0,0,8908,0,0,0
5786,8525,22,6544,6859,0,0,0
4702,7520,23,5683,6340,0,0,0
4882,7421,22,5859,6487,0,0,0
4930,7631,17,6318,6546,0,0,0
5162,7740,25,6746,6914,0,0,0
0,8101,21,0,8557,0,0,0
0,0,0,0,9715,0,0,0
5919,8918,25,7280,7490,0,0,0
4788,8049,27,6398,6593,0,0,0
4895,8174,23,6525,6701,0,0,0
5127,8142,21,6817,6973,0,0,0
5084,8357,33,7338,7136,0,0,0
0,8366,19,0,9060,0,0,0
0,0,0,0,10014,0,0,0
5947,9293,29,7641,7503,0,0,0
4893,8198,28,6684,6865,0,0,0
4863,8197,32,6895,7151,0,0,0
5157,8107,24,7133,7128,0,0,0
5307,8329,28,7482,7280,0,0,0
0,8464,26,0,9297,0,0,0
0,0,0,0,10397,0,0,0
5990,9248,27,7862,7712,0,0,0
4983,8363,29,7040,7070,0,0,0
4943,8242,27,7147,7087,0,0,0
5162,8336,28,7155,7172,0,0,0
5287,8275,32,7734,7331,0,0,0
0,0,27,0,10079,0,0,0
0,0,0,0,10396,0,0,0
6012,0,28,8263,7600,0,0,0
5042,0,25,7179,7032,0,0,0
4993,0,45,7198,6405,0,0,0
5271,0,40,7424,6300,0,0,0
5080,0,28,8020,5840,0,0,0
0,4363,27,0,6951,0,0,0
0,0,0,0,7153,0,0,0
6012,3722,28,8098,5204,0,0,0
4934,3617,26,6933,4697,0,0,0
4650,3964,28,6951,4786,0,0,0
4968,4535,24,7081,5033,0,0,0
4945,5175,16,7213,5410,0,0,0
0,5862,17,0,7014,0,0,0
0,0,0,0,7812,0,0,0
5553,7434,22,7515,6093,0,0,0
4749,6734,20,6601,5687,0,0,0
4616,7250,20,6562,5723,0,0,0
4735,7563,11,6651,6124,0,0,0
4917,7890,14,6919,6393,0,0,0
0,8294,22,0,8326,0,0,0
0,0,0,0,9265,0,0,0
5585,9366,22,7340,7189,0,0,0
4572,8451,27,6589,6667,0,0,0
4583,8374,25,6284,6809,0,0,0
4790,8566,30,6607,7067,0,0,0
4945,8481,29,6796,7266,0,0,0
0,8847,20,0,9190,0,0,0
0,0,0,0,10130,0,0,0
5691,9666,29,7437,7826,0,0,0
4828,8428,20,6636,7116,0,0,0
4912,8622,34,6547,7533,0,0,0
4996,8498,31,6789,7393,0,0,0
4978,8475,23,6966,7328,0,0,0
0,8658,18,0,9597,0,0,0
0,0,0,0,10337,0,0,0
5931,9552,25,7618,7993,0,0,0
4808,8641,25,6861,7250,0,0,0
4854,8472,32,6846,7348,0,0,0
5119,8217,26,7138,7450,0,0,0
5281,8284,23,7232,7603,0,0,0
0,8545,35,0,9657,0,0,0
0,0,0,0,10785,0,0,0
6021,9270,26,7944,7901,0,0,0
5073,8349,36,7104,7513,0,0,0
5049,8253,31,7041,7517,0,0,0
5215,8020,0,7028,7445,0,0,0
5428,8234,0,7303,7696,0,0,0
0,8435,0,0,9549,0,0,0
0,0,0,0,10556,0,0,0
6146,9260,0,7985,8105,0,0,0
5208,8205,0,6995,7421,0,0,0
5077,0,0,7098,7556,0,0,0
5122,0,0,6990,7547,0,0,0
5390,0,0,7338,7633,0,0,0
0,0,0,0,9178,0,0,0
0,0,0,0,8916,0,0,0
0,0,0,0,8105,0,0,0
0,0,0,0,7066,0,0,0
5149,0,0,5895,4875,0,0,0
4147,0,0,4982,4075,0,0,0
4081,0,0,4517,3832,0,0,0
0,0,0,0,4568,0,0,0
0,0,0,0,4378,0,0,0
5055,0,0,4702,3318,0,0,0
4277,1742,0,4276,3060,0,0,0
4348,1707,12,4249,3090,0,0,0
4488,1988,0,4188,3204,0,0,0
4632,2443,0,4446,3607,0,0,0
0,2930,0,0,4747,0,0,0
0,0,0,0,5333,0,0,0
5266,4336,0,4868,4351,0,0,0
4360,4346,0,4363,3997,0,0,0
4341,4736,0,4465,4311,0,0,0
4539,5096,15,4494,4489,0,0,0
4608,5662,0,4663,4953,0,0,0
0,6210,0,0,6444,0,0,0
0,0,0,0,7446,0,0,0
5272,7701,18,5283,5773,0,0,0
4453,6761,0,4884,5452,0,0,0
4474,6987,0,4914,5721,0,0,0
4621,7371,0,5079,5945,0,0,0
4823,7663,22,5457,6281,0,0,0
0,8053,0,0,8222,0,0,0
0,0,0,0,9231,0,0,0
5473,8941,0,6003,7303,0,0,0
4728,8034,0,5493,6620,0,0,0
4733,8231,0,5703,6703,0,0,0
4940,8035,0,5765,6982,0,0,0
5187,8531,0,6157,7441,0,0,0
0,8616,0,0,9409,0,0,0
0,0,0,0,10674,0,0,0
5678,9599,0,6943,7966,0,0,0
4888,8449,0,6332,7287,0,0,0
5043,8472,0,6302,7380,0,0,0
5300,8521,0,6570,7507,0,0,0
5382,8610,0,7057,7841,0,0,0
0,8850,24,0,9814,0,0,0
0,0,0,0,10919,0,0,0
5863,9687,36,7571,8302,0,0,0
5118,8529,24,6776,7645,0,0,0
5185,8411,22,6929,7647,0,0,0
5317,8392,24,7246,7747,0,0,0
5355,8485,22,7470,8134,0,0,0
0,8608,19,0,9966,0,0,0
0,0,0,0,11030,0,0,0
5909,9488,29,7873,8373,0,0,0
5002,8315,31,6922,7473,0,0,0
5013,8471,36,7143,7546,0,0,0
0,0,0,0,9947,0,0,0
5869,9156,23,7693,7791,0,0,0
0,8057,29,0,8851,0,0,0
0,0,0,0,9575,0,0,0
5614,8719,28,6743,7036,0,0,0
4527,7690,24,5824,6384,0,0,0
4869,7764,32,6111,6515,0,0,0
4924,8015,35,6330,6591,0,0,0
5120,7917,39,6237,6895,0,0,0
0,8286,24,0,8624,0,0,0
0,0,0,0,9886,0,0,0
5798,8896,31,6885,7480,0,0,0
4885,7925,28,6305,6633,0,0,0
0,0,0,0,8873,0,0,0
5371,8648,23,6604,7003,0,0,0
4996,7461,25,6015,6451,0,0,0
0,7645,24,0,7847,0,0,0
0,0,0,0,8603,0,0,0
5395,8446,21,6184,6459,0,0,0
4675,7567,23,5569,5952,0,0,0
4688,7549,29,5550,5963,0,0,0
4749,7684,15,5976,6242,0,0,0
5121,7743,16,6120,6387,0,0,0
0,7847,22,0,8180,0,0,0
0,0,0,0,9334,0,0,0
5575,8652,16,6585,6914,0,0,0
4699,7691,20,5894,6464,0,0,0
4651,0,31,6081,6659,0,0,0
4972,0,29,6096,6823,0,0,0
4884,0,16,6323,6632,0,0,0
0,0,20,0,8196,0,0,0
0,0,0,0,7862,0,0,0
5466,0,21,6825,5530,0,0,0
4671,0,27,5941,4944,0,0,0
4650,0,26,5993,4578,0,0,0
4775,0,19,5987,4472,0,0,0
4803,0,18,6308,4341,0,0,0
0,2389,19,0,5431,0,0,0
0,0,0,0,5777,0,0,0
5134,2253,22,6581,4188,0,0,0
4216,2415,18,5690,3905,0,0,0
4145,2644,19,5733,3743,0,0,0
4176,3240,12,5646,3954,0,0,0
4248,3683,14,5858,4247,0,0,0
0,4099,12,0,5495,0,0,0
0,0,0,0,6091,0,0,0
4680,5327,8,6114,4603,0,0,0
3954,4931,15,5302,4361,0,0,0
3825,5249,8,5266,4407,0,0,0
3849,5552,18,5351,4527,0,0,0
3841,5939,13,5607,4902,0,0,0
0,6178,10,0,6175,0,0,0
0,0,0,0,7005,0,0,0
4415,7159,16,5710,5343,0,0,0
3737,6459,23,5175,4898,0,0,0
3771,6330,23,5131,5019,0,0,0
3747,6498,16,5200,5149,0,0,0
3924,6834,19,5435,5458,0,0,0
0,6729,22,0,6726,0,0,0
0,0,0,0,7561,0,0,0
4391,7578,20,5659,5862,0,0,0
3805,6622,11,5150,5433,0,0,0
3815,6554,16,5086,5367,0,0,0
3923,6586,18,5338,5431,0,0,0
3998,6534,16,5423,5445,0,0,0
0,6672,15,0,6756,0,0,0
0,0,0,0,7731,0,0,0
0,0,0,0,7552,0,0,0
4399,7045,17,5147,5449,0,0,0
3663,6097,17,4469,4851,0,0,0
3600,5710,24,4405,4627,0,0,0
3763,5950,15,4549,4663,0,0,0
0,6011,12,0,5896,0,0,0
0,0,0,0,6337,0,0,0
4560,6887,13,4843,4946,0,0,0
0,0,0,0,5886,0,0,0
4144,6432,22,4174,4705,0,0,0
3728,5794,21,3941,4277,0,0,0
3822,5729,20,3941,4298,0,0,0
0,5859,18,0,5344,0,0,0
0,0,0,0,6244,0,0,0
4401,6614,20,4250,4640,0,0,0
3717,5827,15,3743,4470,0,0,0
3857,5827,19,3794,4308,0,0,0
3886,5932,21,4035,4622,0,0,0
4027,6145,15,4176,4869,0,0,0
0,6208,8,0,6211,0,0,0
0,0,0,0,6788,0,0,0
4522,6881,22,4578,5187,0,0,0
3831,6227,14,4088,4903,0,0,0
3811,5996,19,4219,4916,0,0,0
3860,6253,15,4280,5060,0,0,0
3954,6180,12,4595,5094,0,0,0
0,6330,18,0,6439,0,0,0
0,0,0,0,7074,0,0,0
4627,7183,20,4895,5431,0,0,0
3841,6283,23,4245,5018,0,0,0
3930,6240,23,4510,4963,0,0,0
3801,0,0,4630,5187,0,0,0
3898,0,0,4915,5571,0,0,0
0,0,0,0,6656,0,0,0
0,0,0,0,6657,0,0,0
4512,0,0,5289,4751,0,0,0
3801,0,0,4437,4268,0,0,0
3781,0,0,4686,3890,0,0,0
3790,0,0,4594,3790,0,0,0
3759,0,0,4835,3585,0,0,0
0,0,0,0,4577,0,0,0
0,0,0,0,4570,0,0,0
0,0,0,0,4145,0,0,0
4075,0,0,4341,2935,0,0,0
3219,0,0,3626,2676,0,0,0
3108,0,8,3443,2512,0,0,0
3350,0,0,3497,2480,0,0,0
0,0,0,0,3197,0,0,0
0,0,0,0,3260,0,0,0
3793,0,3,3573,2292,0,0,0
3183,0,0,3103,2297,0,0,0
3195,0,0,3115,2233,0,0,0
3315,0,0,3073,2320,0,0,0
3226,0,11,3260,2310,0,0,0
0,0,0,0,3182,0,0,0
0,0,0,0,3295,0,0,0
3677,0,0,3441,2393,0,0,0
3143,0,6,3046,2278,0,0,0
3013,0,0,2978,2216,0,0,0
3156,0,0,3031,2335,0,0,0
3248,0,0,3135,2275,0,0,0
0,0,0,0,3045,0,0,0
0,0,0,0,3216,0,0,0
0,0,0,3304,2539,0,0,0
0,0,0,2978,2294,0,0,0
0,0,0,2851,2146,0,0,0
0,0,0,3049,1911,0,0,0
0,0,0,3073,1702,0,0,0
0,0,0,0,2116,0,0,0
0,0,0,0,2098,0,0,0
0,0,0,3166,1361,0,0,0
0,0,0,2715,1317,0,0,0
0,0,0,2740,1196,0,0,0
0,0,0,2723,1169,0,0,0
0,0,0,2844,1237,0,0,0
0,0,0,0,1525,0,0,0
0,0,0,0,1548,0,0,0
0,0,0,2941,1152,0,0,0
0,0,0,2503,1133,0,0,0
0,0,0,2379,1043,0,0,0
0,0,0,2465,1013,0,0,0
0,0,0,2529,1107,0,0,0
0,0,0,0,1414,0,0,0
0,0,0,0,1437,0,0,0
0,0,0,2556,1096,0,0,0
0,0,0,2230,994,0,0,0
0,0,0,2222,1023,0,0,0
0,0,0,2162,978,0,0,0
0,0,0,2453,1010,0,0,0
0,0,0,0,1350,0,0,0
0,0,0,0,1391,0,0,0
0,0,0,0,0,0,0,0
