id,dist,x,y
1,79,37.6251772588661,55.7112005993896
2,19,37.532439,55.80316
3,23,37.5016927331803,55.8538919853837
4,23,37.5222103556067,55.8434506049171
5,82,37.6943045115752,55.639845758584
6,90,37.5825214977032,55.6136565501674
7,90,37.599516,55.604834
8,72,37.5171786740207,55.6515525766795
9,95,37.719348,55.8119107736855
10,93,37.696269991467,55.7746094492276
11,90,37.601823981629,55.6094745369326
12,42,37.663839158698,55.8287691737599
13,90,37.5993157686159,55.6121621133206
14,101,37.708491,55.79556
15,15,37.506239884922,55.7007331297048
16,49,37.4032983523218,55.8168723797262
17,15,37.5090919560416,55.7109169344157
18,72,37.5171786740207,55.6515525766795
19,34,37.600477346836,55.8920180060416
20,53,37.5602068698277,55.7280432348487
21,59,37.7603297451889,55.6743232131353
22,59,37.7382869537011,55.6774847620781
23,98,37.6346949594071,55.7657036292907
24,3,37.8313370798194,55.7542116603287
25,2,37.8063696427555,55.799607176316
26,5,37.7797742826967,55.7397129642463
27,5,37.789447,55.751193
28,40,37.623241,55.822281
29,34,37.60877,55.8912387969122
30,105,37.6677786306419,55.7349680982389
31,53,37.5631101797296,55.7255378960715
32,2,37.8088914531154,55.7948854700171
33,16,37.471866,55.665264
34,64,37.7405928094521,55.717777182772
35,73,37.5088180745245,55.6253425300527
36,12,37.3953984044024,55.7140995426638
37,92,37.5911658727207,55.7530077976767
38,18,37.470264,55.7375797520688
39,74,37.551723,55.663896730781
40,74,37.5519202266322,55.6635963436605
41,63,37.793339,55.717884746365
42,81,37.7495515816581,55.6262170163253
43,57,37.7557457811182,55.7062229202743
44,64,37.736076389925,55.6995798978236
45,7,37.797873,55.808101
46,1,37.8146844755723,55.7213360948279
47,76,37.6739688503908,55.5755646886978
48,62,37.7299190027939,55.6910363421576
49,62,37.7212393631128,55.6900283697369
50,8,37.708423,55.7824627651045
51,8,37.705059,55.781691
52,64,37.7398978523756,55.6951219579423
53,20,37.5600491184958,55.8665817921571
54,76,37.6653684180182,55.591620557353
55,53,37.5631101797296,55.7255378960715
56,88,37.6472134175019,55.6219895680537
57,93,37.7047674488111,55.7729971134351
58,23,37.515703,55.84815
