dist,x,y
91,37.62184906,55.60300446
90,37.58266449,55.61585617
68,37.59612274,55.64335632
66,37.58639145,55.69401932
77,37.6582756,55.57912827
91,37.60283279,55.59168625
85,37.60803223,55.65425873
66,37.58212662,55.69407272
70,37.59846497,55.67461395
68,37.58555603,55.66075897
85,37.60830307,55.65207672
70,37.59180832,55.68279648
80,37.61878586,55.69845581
74,37.57443619,55.66739655
90,37.58163834,55.60853195
90,37.57975388,55.61156845
91,37.61344147,55.60467911
91,37.59370422,55.59687042
85,37.61884689,55.64839554
85,37.61169815,55.6484642
77,37.64622116,55.5911026
70,37.59581375,55.6785202
74,37.56364441,55.65393066
74,37.55805969,55.66592789
68,37.57978821,55.64614868
68,37.57329559,55.65190887
66,37.59082031,55.68429947
68,37.5857811,55.66254807
77,37.6503067,55.58457947
66,37.59426117,55.68857193
77,37.64774704,55.59591675
90,37.59932709,55.60909653
70,37.61185074,55.68006134
91,37.59593201,55.59850311
68,37.58871841,55.64849091
68,37.59249878,55.65739822
90,37.59004974,55.60876465
85,37.61580276,55.64249802
85,37.61541748,55.64303207
85,37.61502838,55.64435959
68,37.58058167,55.65195465
77,37.6402626,55.5931778
89,37.6080246,55.62385559
91,37.58837891,55.60186005
90,37.59625626,55.60766602
80,37.60839081,55.69234848
68,37.60417938,55.65067673
68,37.59456635,55.65884399
68,37.59037018,55.65768814
77,37.64162827,55.59007645
70,37.58709335,55.66865158
70,37.59483719,55.67411423
70,37.59383011,55.66620636
70,37.60016251,55.67868042
90,37.60543442,55.61693954
85,37.61661911,55.65373611
91,37.59809875,55.58148575
89,37.61727524,55.6367836
85,37.61873245,55.66770935
70,37.59791565,55.67591858
85,37.62098694,55.65548325
68,37.57925797,55.6618576
66,37.57958221,55.67960358
66,37.5836525,55.68468475
66,37.57857513,55.6881752
70,37.59923935,55.67349243
70,37.60309219,55.68020248
66,37.57841492,55.67818832
66,37.57138062,55.68087769
85,37.60651398,55.64662552
68,37.59658813,55.64363861
74,37.56965637,55.66809082
80,37.6137085,55.69230652
74,37.57104111,55.67114639
77,37.65476227,55.58873367
68,37.6017189,55.65639877
91,37.60541916,55.59056854
91,37.609478,55.59207916
77,37.65317154,55.57926178
89,37.59205246,55.63277817
68,37.60123062,55.64418411
66,37.58868408,55.6880722
68,37.57486725,55.64837646
66,37.57707596,55.68222809
85,37.61593628,55.6622963
90,37.58113861,55.61573029
68,37.59115219,55.65119934
68,37.57196426,55.6548233
68,37.59658813,55.645298
70,37.59996414,55.67392349
70,37.60511398,55.67709351
70,37.60803223,55.67961884
77,37.64886093,55.59541321
85,37.60959625,55.65028381
80,37.61026001,55.69173813
85,37.61288452,55.64434814
77,37.65201569,55.5855217
68,37.58509064,55.65795135
68,37.58027267,55.66399765
68,37.58101273,55.64754868
74,37.57086945,55.65742874
68,37.58917618,55.65831375
68,37.59357071,55.65590668
68,37.59027481,55.65927887
77,37.6396904,55.59237671
89,37.58908844,55.63366699
91,37.60933685,55.60523605
89,37.61122131,55.62898636
74,37.5712471,55.65771484
66,37.58261108,55.67962646
80,37.60821915,55.69379425
74,37.56646729,55.65762711
74,37.56568527,55.66762543
66,37.58573532,55.68696213
77,37.65407944,55.57937241
90,37.58283615,55.61646271
70,37.59272385,55.6848793
85,37.61710358,55.66130447
70,37.59912109,55.67074203
68,37.59149551,55.65556335
70,37.59828568,55.68916321
91,37.61348343,55.59690857
66,37.59121704,55.68774414
66,37.56681824,55.67829514
66,37.57490921,55.67507553
66,37.57158661,55.68420029
85,37.61713028,55.6494751
70,37.60892105,55.67830658
91,37.61263275,55.59059525
74,37.57151413,55.65940475
68,37.60416794,55.65031815
80,37.60512161,55.69253159
70,37.59672928,55.68557739
74,37.56195068,55.66970444
85,37.60905457,55.65808487
85,37.61238098,55.65477753
91,37.59314728,55.59614182
90,37.59153748,55.60891724
90,37.59148407,55.60656357
89,37.59539413,55.63218307
85,37.61461639,55.66829681
74,37.5747757,55.66868591
77,37.64693832,55.59013748
91,37.61870575,55.60048676
68,37.60390854,55.65976334
80,37.60194016,55.69352722
70,37.59422684,55.68216705
77,37.64839554,55.5749054
68,37.57806396,55.65471268
68,37.58410263,55.66265869
91,37.58641052,55.60386276
80,37.60796738,55.69180679
77,37.64512253,55.5766449
70,37.60250854,55.67916489
70,37.60334396,55.67445755
70,37.61056519,55.6828804
89,37.59122467,55.62857056
85,37.61286545,55.65049362
68,37.57875443,55.64707565
68,37.60007477,55.64300537
68,37.60134888,55.64604187
68,37.59975052,55.65884399
74,37.56964874,55.65778351
77,37.64608383,55.59577942
70,37.61061096,55.68258667
91,37.61798477,55.60668945
74,37.57009506,55.65959549
85,37.6188736,55.6510582
66,37.59363937,55.68784332
91,37.59959793,55.58631897
70,37.5865097,55.66656494
68,37.57205582,55.65127563
66,37.58379745,55.68998718
77,37.64891434,55.59696579
91,37.58124542,55.60063934
91,37.58889771,55.60402679
68,37.57683563,55.6496315
91,37.59644318,55.60251999
70,37.5976944,55.67692947
68,37.59880829,55.64460373
68,37.58678818,55.66363525
89,37.61308289,55.63529968
85,37.61309814,55.65520477
89,37.58998489,55.63233566
80,37.62046432,55.69368362
68,37.58220673,55.64768219
91,37.6188736,55.59872055
74,37.55546188,55.66295242
70,37.58479309,55.66661072
68,37.59660721,55.65804672
85,37.61584854,55.66828918
90,37.58307648,55.61701584
91,37.6125145,55.60616684
89,37.61283875,55.62646866
85,37.6140976,55.65857697
91,37.58411789,55.59810638
89,37.59833145,55.63830948
74,37.5715065,55.66755295
89,37.60635376,55.63264847
66,37.5782814,55.69248581
68,37.60207748,55.6445961
85,37.61540604,55.65017319
89,37.59688568,55.62780762
89,37.60648727,55.63022232
68,37.57360077,55.6486969
74,37.5656662,55.65370941
85,37.61011505,55.66735458
91,37.59776688,55.6010704
91,37.58903122,55.59624863
77,37.65568924,55.58226395
91,37.60499573,55.59640503
77,37.64836884,55.57903671
85,37.60851669,55.67049789
80,37.60144043,55.69481277
74,37.56527328,55.65567017
68,37.58379745,55.64912796
91,37.6228447,55.60519028
70,37.60099792,55.68260956
80,37.60710526,55.69056702
70,37.60175323,55.6837883
68,37.59419632,55.65567017
68,37.59928131,55.64863586
68,37.59059525,55.65584564
90,37.58618546,55.6111145
74,37.56551361,55.65315247
74,37.55365753,55.66751862
70,37.59323883,55.6760788
90,37.57962799,55.61064148
74,37.55912018,55.6700058
90,37.59436035,55.60795593
68,37.59305573,55.65004349
90,37.59077454,55.61185455
66,37.57673645,55.67886353
68,37.57163239,55.65172958
68,37.57643127,55.66042328
68,37.60276794,55.64762115
85,37.61540604,55.65496445
85,37.61964798,55.6668663
90,37.59711838,55.61433792
91,37.59121704,55.60085297
80,37.60995483,55.69287491
74,37.56681824,55.65724564
68,37.59170151,55.66434479
77,37.65699005,55.57917023
74,37.56492996,55.65657043
68,37.5830574,55.6573143
68,37.60280228,55.66391754
68,37.60917282,55.66161728
68,37.5757103,55.65084076
68,37.60026169,55.6634903
70,37.60398102,55.68099976
80,37.60332489,55.69147491
66,37.57255936,55.67712402
68,37.60071182,55.6571846
68,37.57884598,55.66003799
91,37.59910202,55.58281708
77,37.65493393,55.58787537
90,37.59172821,55.62037277
89,37.59580612,55.64015198
66,37.57844925,55.68194962
90,37.60017014,55.61141586
74,37.56113815,55.6556778
74,37.56731033,55.65456772
68,37.60420609,55.65488815
89,37.60677338,55.63721085
90,37.59586716,55.61956406
68,37.58834076,55.66107941
74,37.5747757,55.67063522
74,37.56652832,55.66515732
66,37.59102631,55.68506241
90,37.59941864,55.61020279
68,37.59929276,55.64788818
89,37.61728668,55.63549042
85,37.61079788,55.65476608
85,37.60959625,55.65525436
89,37.61427689,55.64021301
85,37.62073517,55.65075302
85,37.61780548,55.65373993
85,37.62017822,55.66178131
68,37.60853577,55.66017151
68,37.57865524,55.65192795
68,37.5705452,55.65079117
68,37.58612061,55.66386795
66,37.57049942,55.68832397
70,37.59144974,55.6668396
66,37.56646729,55.68055344
90,37.60459137,55.61523056
91,37.58985901,55.59766388
66,37.56424713,55.67845917
90,37.58216095,55.60560608
74,37.5675621,55.67015457
66,37.57396698,55.67565918
66,37.5877037,55.68834686
70,37.60325241,55.67557144
70,37.61256027,55.68106079
70,37.59011841,55.67293167
85,37.61136627,55.66468811
70,37.58794785,55.67146683
90,37.59286118,55.60767365
89,37.60717773,55.63825226
85,37.61624146,55.64946747
89,37.60593033,55.62260437
90,37.58932114,55.61064148
90,37.59135818,55.61818695
90,37.60538101,55.62030029
91,37.58097458,55.5983429
70,37.59430695,55.66906357
80,37.61239624,55.69166183
91,37.61323166,55.59093857
77,37.64964294,55.59111023
85,37.61610031,55.64363861
68,37.58955383,55.64713287
70,37.59618378,55.68345261
66,37.58977127,55.68915176
74,37.56115723,55.65445709
70,37.60183334,55.68709183
68,37.58992386,55.65102768
70,37.5949707,55.67051315
68,37.59623718,55.64231491
70,37.59857178,55.67992401
91,37.61765289,55.5940361
85,37.60622787,55.64355469
66,37.57803726,55.68000412
68,37.60327911,55.65260315
68,37.60868835,55.66252136
90,37.60319901,55.61896896
105,37.6795578,55.72854614
68,37.58827972,55.66321182
74,37.56606293,55.65871429
90,37.58414459,55.60936356
90,37.59013748,55.61523819
91,37.59046173,55.59017181
85,37.60998154,55.65730667
74,37.56708527,55.66719818
85,37.6099472,55.66882324
80,37.61016846,55.69411469
68,37.59472656,55.64850235
91,37.61244202,55.59944153
91,37.61678314,55.59527588
74,37.56723022,55.66638947
89,37.61231613,55.63235092
70,37.59260941,55.66664124
90,37.6034317,55.60725403
91,37.59500885,55.5893898
91,37.60103226,55.57968903
68,37.60559845,55.66119003
68,37.5830574,55.64724731
85,37.60853577,55.65511703
80,37.60313416,55.69541168
70,37.60404587,55.67575455
80,37.62243271,55.69322586
68,37.58431625,55.65958786
68,37.5748291,55.64945221
74,37.57460785,55.66811752
89,37.60033417,55.63245392
85,37.60675812,55.6431427
66,37.58002472,55.68334961
66,37.57349014,55.67927551
91,37.5891304,55.60479355
70,37.59246445,55.67076874
90,37.5808754,55.60774231
85,37.60762024,55.65549469
66,37.59759521,55.69231796
68,37.57509232,55.64759064
68,37.60144806,55.65686798
91,37.58408356,55.60451889
80,37.6029129,55.69386673
70,37.5931015,55.67142105
77,37.64900589,55.59577179
68,37.58025742,55.66289139
68,37.58230591,55.65158081
66,37.58073044,55.68053436
68,37.60205078,55.66037369
89,37.59912109,55.62627792
68,37.5666275,55.65130615
90,37.58151245,55.61645889
77,37.64499664,55.58098221
85,37.61547852,55.66741562
77,37.65335083,55.58134079
68,37.6036911,55.65564728
77,37.65263367,55.59136963
89,37.58932114,55.63471985
66,37.59264374,55.68664932
91,37.61523819,55.59484863
70,37.60715103,55.67631531
89,37.61132813,55.63504028
66,37.58001328,55.68183136
85,37.6116066,55.66856766
66,37.57413864,55.67456818
85,37.61557007,55.66162109
89,37.60786057,55.62731171
77,37.6526947,55.58142853
68,37.59248352,55.65075302
90,37.58600616,55.61867905
91,37.62263107,55.602108
80,37.60490417,55.69137955
91,37.61554337,55.59545898
77,37.64593124,55.59483337
66,37.58808899,55.69247818
80,37.62202072,55.69884872
85,37.61872101,55.65898514
85,37.6167984,55.64250565
70,37.59768295,55.67029572
68,37.58214188,55.65761948
74,37.56755447,55.65942383
89,37.61423111,55.62387085
90,37.60423279,55.61933517
90,37.59249115,55.61782837
74,37.57193756,55.66562271
89,37.61232758,55.63978195
80,37.6122551,55.69607162
68,37.59095383,55.66365433
90,37.60049438,55.62129211
70,37.60454559,55.67635727
85,37.61834335,55.66825485
90,37.59162903,55.62258148
68,37.59638977,55.65609741
91,37.59408951,55.59322357
66,37.58360672,55.67996216
66,37.59843826,55.69121552
68,37.57738113,55.6491394
89,37.61521912,55.62731934
85,37.61536407,55.64945984
90,37.59605026,55.61504364
77,37.64415359,55.58979416
77,37.64626312,55.58827209
68,37.60459137,55.65609741
70,37.60095215,55.67789078
68,37.57331085,55.64806366
85,37.61468887,55.65789032
101,37.71514511,55.80252838
70,37.59334564,55.68547821
85,37.60894775,55.65389252
77,37.64101791,55.59244919
68,37.59107208,55.65832138
85,37.6085968,55.65587234
85,37.610672,55.64746475
68,37.5801506,55.66183472
91,37.62089539,55.60154724
85,37.6184082,55.646595
89,37.5949173,55.62612152
89,37.59955215,55.63087845
89,37.59172821,55.62711716
85,37.61566925,55.65197372
68,37.56728363,55.6495018
74,37.57739258,55.67038727
85,37.6202774,55.66044617
91,37.62335968,55.60618591
80,37.61752701,55.69765091
85,37.61565018,55.66607285
68,37.59107208,55.64958954
89,37.61212158,55.62309265
68,37.57492828,55.65690994
68,37.58974457,55.66239166
66,37.58379745,55.69433594
91,37.59502411,55.59404755
90,37.59892273,55.62077332
68,37.57346344,55.6552124
85,37.62101364,55.66734314
85,37.61846924,55.64422226
70,37.5947113,55.67744827
68,37.59843826,55.65779877
91,37.59668732,55.58719254
68,37.58333969,55.65857697
70,37.58889008,55.67114639
66,37.59294891,55.6880722
77,37.64900589,55.58578491
91,37.59844589,55.59223938
80,37.61149979,55.69115067
74,37.55315399,55.663414
68,37.5867691,55.66035461
90,37.59581375,55.6088562
85,37.61837387,55.65948105
91,37.59260941,55.60427094
80,37.61119461,55.69335938
85,37.62069702,55.64689255
