id,dist,seats,x,y
183,29,150,37.5700571762143000,55.8332416937786000
184,29,80,37.5715729999999870,55.8351627804767360
185,29,25,37.5703468547877000,55.8450495889583000
186,20,198,37.5625541809041720,55.8565871895516470
187,20,40,37.5479750000000010,55.8644567890524900
188,20,240,37.5419430000000030,55.8715927911448840
189,54,90,37.6150019203080000,55.7286970941403000
190,53,14,37.5675755815694430,55.7230991621838710
191,42,120,37.6535519999999980,55.8372047810738150
192,22,1,37.5690757668880760,55.8583201327044280
193,22,16,37.5678675376083930,55.8619701359289070
194,28,40,37.5052539999999940,55.7975707695040840
195,28,40,37.5110579999999910,55.7973037694262930
196,100,15,37.6205195043159580,55.7809053524195590
197,33,40,37.6615666548408000,55.8652177277787000
198,106,40,37.6163769978997000,55.7704928990061000
199,104,90,37.6788100229332000,55.7850301197718000
200,26,10,37.5246729999999000,55.8277700000000000
201,8,80,37.7329738733657010,55.7736096020506840
202,54,50,37.6186748968186000,55.7303102684612000
203,50,6,37.4738789999999820,55.7749107629074600
204,97,100,37.6394509354417860,55.7328411083989290
205,57,90,37.7713049999999980,55.7077847434438380
206,5,86,37.8200551496572000,55.7510384673336000
207,5,250,37.8283157051505730,55.7494690052720190
208,53,53,37.5900254978862000,55.7365100619053000
209,4,23,37.7996703611441000,55.7972567241769000
210,4,30,37.7997714473301160,55.7972635133081600
211,2,180,37.8219108573632350,55.7972022147002140
212,37,240,37.6834680000000000,55.8725609999999000
213,49,20,37.3972628991214290,55.8189332621404190
214,49,42,37.4177507289872510,55.8061365559010700
215,49,20,37.4202775937098000,55.8049186618349000
216,88,240,37.6655399999999930,55.6335787220624170
217,93,24,37.6614984251998660,55.7626087957850770
218,92,26,37.5889639316523160,55.7530971753584050
219,92,40,37.5888719561035100,55.7529733068458600
220,106,50,37.6006323344795210,55.7786413941842060
221,106,35,37.6006323344795210,55.7786413941842060
222,105,50,37.6577385889122000,55.7356292610946000
223,88,20,37.6698922995039420,55.6368239417250410
224,93,65,37.6570090280600000,55.7645010634248000
225,93,48,37.6577761398384000,55.7648270069061000
226,17,148,37.4934279231228870,55.7385623302321490
227,18,5,37.4685824752634530,55.7341502123039590
228,68,70,37.5780790897505380,55.6547124121354530
229,102,20,37.5973904174791120,55.7579642516653420
230,102,25,37.5973904174791120,55.7579642516653420
231,102,30,37.5948608687918200,55.7582451529508280
232,102,35,37.5911932332355650,55.7589872032769950
233,82,50,37.6649215436533000,55.6478957630439000
234,31,18,37.6441726417406950,55.8160173498196170
235,9,80,37.5464220496882000,55.7387332915973000
236,98,158,37.6343945464818080,55.7630540812545450
237,93,10,37.6344110733382350,55.7620712031242010
238,93,34,37.6344110733382350,55.7620712031242010
239,93,120,37.6356307995615180,55.7624880226034990
240,93,50,37.6355930000000000,55.7624440000000000
241,93,55,37.6357981191705000,55.7632395206206000
242,93,131,37.6384052263334000,55.7653642024568000
243,93,20,37.6389133980546760,55.7651407212443640
244,93,60,37.6406550191889270,55.7664697237056260
245,97,48,37.6439889670119140,55.7302051024357970
246,79,50,37.6671619999999980,55.7048897426070300
247,102,20,37.5961499931471000,55.7643354615845000
248,98,32,37.6381536601229670,55.7715380517993470
249,100,80,37.6299979067608000,55.7727374623038000
250,33,40,37.6798971277563410,55.8637490115823280
251,53,49,37.5931865591358000,55.7319019692191000
252,53,20,37.5931755163526940,55.7319069264575830
253,53,50,37.5921827442179930,55.7309805381174290
254,53,48,37.5891576222080000,55.7310667008985000
255,53,38,37.5899704669550800,55.7313817151205770
256,53,34,37.5899800000000000,55.7313000000000000
257,53,60,37.5840080000000110,55.7278577492519820
258,53,92,37.5800950000000000,55.7250170000000000
259,53,55,37.5789406524716000,55.7255041272064000
260,53,30,37.5766110737644820,55.7224130489102190
261,53,38,37.5738605405554790,55.7199638682806010
262,34,120,37.6133324221736130,55.8936459843102180
263,63,35,37.7648369999998000,55.7311949999998000
264,53,24,37.5660963450086240,55.7248923537430230
265,26,40,37.5197040000000000,55.8314640000000000
266,34,300,37.6339723101733060,55.8961971450405240
267,38,46,37.5973993032718000,55.8222401718176000
268,31,200,37.6612603058102810,55.8185531997163840
269,31,40,37.6443576784160000,55.8208775773520000
270,31,54,37.6444453625086130,55.8204960173636450
271,31,48,37.6529731590171000,55.8209337510260000
272,31,30,37.6592242965913260,55.8219336880514450
273,29,40,37.5731779264019000,55.8114999180007000
274,19,50,37.5445644489520450,55.8084253320579440
275,14,102,37.4938545394671000,55.6803953831596000
276,14,150,37.4926694339857000,55.6793668612324000
277,71,32,37.5195419999999940,55.6762377343366520
278,102,88,37.5860270476894000,55.7688105281819000
279,102,80,37.5709879999999930,55.7609537588509880
280,102,40,37.5640529291048540,55.7622555964119540
281,95,300,37.7005128058459530,55.8123076509264420
282,58,95,37.7108820000000000,55.7531870000000000
283,98,30,37.6591253565478400,55.7769224352945590
284,98,40,37.6605141919999940,55.7774418359999590
285,98,44,37.6632764340000180,55.7787140919999730
286,98,45,37.6674276819999820,55.7797757420000340
287,98,20,37.6647582509008880,55.7801523578874590
288,98,70,37.6580044045467370,55.7860822934660520
289,90,84,37.6004978534036520,55.6108142072309380
290,66,50,37.5701518365901140,55.6795987625827000
291,66,12,37.5704175375895840,55.6791959826402940
292,66,100,37.5762250000000010,55.6776777347518180
293,23,45,37.4943175544077790,55.8426200060156860
294,53,49,37.6005059064496000,55.7449894430733000
295,53,16,37.6004670000000000,55.7450469999999000
296,6,42,37.7631542899723700,55.7387079213352480
297,5,42,37.7944088969729960,55.7444078074942770
298,9,96,37.5643014588570000,55.7504696207787000
299,9,3,37.5641335735313580,55.7515729459509970
300,9,12,37.5641335735313580,55.7515729459509970
301,9,100,37.5623375556983000,55.7496059697563000
302,9,12,37.5605136945100640,55.7491783205297220
303,9,60,37.5568053283650000,55.7465883331539000
304,9,50,37.5360372088986000,55.7409314616814000
305,9,32,37.5319149367550440,55.7384941224032810
306,93,94,37.6795503116199000,55.7711340609647000
307,39,6,37.6130193515555580,55.7908336265042310
308,58,240,37.7127051487135110,55.7564139883135330
309,94,35,37.5803365977942000,55.7794686916984000
310,94,80,37.5744720922537000,55.7806983151873000
311,94,45,37.5791083225857000,55.7799750159557000
312,94,16,37.5737560000000000,55.7825670000000000
313,94,28,37.5610148081551000,55.7868812533596000
314,94,45,37.5599108788037550,55.7872696845354600
315,94,20,37.5533643643507990,55.7903264344153700
316,19,90,37.5428488479628000,55.7963973078446000
317,19,150,37.5432554555945470,55.7962359739738220
318,19,41,37.5376990066557000,55.7985985819297000
319,19,2,37.5352948170786650,55.7997502800995520
320,19,37,37.5324736992688060,55.8010488819887910
321,19,26,37.5341075918305620,55.8006442780120650
322,19,45,37.5257580470878690,55.8028026080780820
323,19,70,37.5254384541652680,55.8028872874896040
324,19,98,37.5165682858082620,55.8052032583400010
325,19,15,37.5168378559714450,55.8063782128117580
326,28,84,37.5052465225154000,55.8090812552529000
327,21,34,37.5001009039554560,55.8173753710087230
328,21,20,37.4986231454043000,55.8166092757922000
329,21,40,37.4876796724174500,55.8324798675809080
330,97,99,37.6404359999999940,55.7321747505024660
331,97,60,37.6409701349363740,55.7315612443168080
332,97,67,37.6409701349363740,55.7315612443168080
333,97,100,37.6392459999999930,55.7296987497852000
334,97,35,37.6392459999999930,55.7296987497852000
335,97,39,37.6392459999999930,55.7296987497852000
336,54,100,37.6039213447296850,55.7231836757740950
337,54,120,37.6021524892875000,55.7220992933068000
338,80,80,37.5886104006365900,55.7134931894363990
339,80,96,37.5871463643617790,55.7098934300664080
340,80,70,37.5871463643617790,55.7098934300664080
341,80,43,37.5857751327422920,55.7092603796093750
342,67,40,37.5767680631709000,55.7043603535144000
343,67,46,37.5767251478268000,55.7051099640298000
344,67,80,37.5611043858919000,55.6963262447598000
345,67,80,37.5616725908343000,55.6966479817616000
346,67,68,37.5457831846311000,55.6892804554772000
347,67,88,37.5452681994998000,55.6892320753538000
348,67,88,37.5443436873953000,55.6891186818615000
349,67,96,37.5469794498514000,55.6898528317923000
350,71,10,37.5340670761591260,55.6812052946296420
351,71,100,37.5342670000000000,55.6785360000000000
352,71,10,37.5293234814483650,55.6763429165929220
353,71,75,37.5259750000000000,55.6730900000000000
354,72,22,37.5187482279173000,55.6686253168319140
355,16,40,37.4766769990000000,55.6709020000000000
356,34,180,37.5919199999999880,55.8998137994325720
357,34,20,37.5939670919743780,55.8986688220934410
358,106,45,37.5921810000000040,55.7804927645312320
359,29,16,37.5557985530917000,55.8318799405815000
360,29,150,37.5534757600848000,55.8318377616244000
361,29,24,37.5548329578468000,55.8319884005488000
362,29,16,37.5600550063710370,55.8350118350719240
363,29,200,37.5655725227416000,55.8440677425470000
364,67,60,37.5462337957448000,55.6841093852009000
365,67,100,37.5469150768337000,55.6865846294915000
366,15,60,37.5072452055048000,55.7075037851960000
367,95,150,37.6963381992959090,55.8248562332243310
368,53,65,37.5603941716373000,55.7265490817526000
369,97,35,37.6215483702207080,55.7223069785507480
370,97,24,37.6234932329973690,55.7214034182764880
371,93,50,37.6520630346356000,55.7595995267129000
372,3,1,37.8297919569279490,55.7755240642553150
373,93,40,37.6469167079189190,55.7605782586690850
374,93,45,37.6469167079189190,55.7605782586690850
375,102,20,37.5515677458180690,55.7564897133747480
376,102,42,37.5515677458180690,55.7564897133747480
377,53,36,37.6049644159926400,55.7482948246330000
378,105,75,37.6678000215898620,55.7350713496362220
379,105,50,37.6679792629303000,55.7348288911516000
380,98,20,37.6321268849040460,55.7660068059043820
381,19,40,37.5602081037066000,55.7957097611210000
382,94,8,37.5842763845416170,55.7913579534609600
383,94,12,37.5842705807960440,55.7913684554767500
384,13,240,37.4662955784146590,55.7034540914482650
385,93,35,37.6519331892189020,55.7622700228652230
386,93,25,37.6532975116174740,55.7642776213677750
387,6,78,37.7803584562368000,55.7575711239859000
388,6,70,37.7917090000000040,55.7597287584952070
389,72,45,37.4986078489528080,55.6549065336062580
390,72,40,37.4996701554867900,55.6553150620204630
391,72,45,37.5013696027365740,55.6545963372240990
392,72,24,37.5013720000000030,55.6543347280286720
393,72,46,37.5042954090617260,55.6524941100319030
394,72,48,37.5054659416321030,55.6531353962802630
395,72,48,37.5060743399889130,55.6520049924649530
396,72,45,37.5071579821970790,55.6524206511951430
397,72,45,37.5082469859606680,55.6518595671831520
398,72,32,37.5082469859606680,55.6518595671831520
399,72,48,37.5085129633289750,55.6512749918200600
400,69,20,37.5330770000000000,55.6412540000000000
401,35,120,37.5821191599509420,55.8269153468780170
402,100,10,37.6319011468383450,55.7742268442102610
403,100,40,37.6325023471684000,55.7798111946039000
404,100,25,37.6325990886982000,55.7801379867079630
405,100,36,37.6337160609880500,55.7802365398350800
406,100,40,37.6338314726141970,55.7835133898564310
407,100,20,37.6338603807945020,55.7835208518150200
408,100,60,37.6357981191697000,55.7836365137369000
409,100,85,37.6359912382182000,55.7853619233820000
410,100,35,37.6342989228643600,55.7899465378126320
411,40,30,37.6357100000000000,55.8055749999999000
412,40,50,37.6358375432528000,55.8071860910442000
413,40,143,37.6364748392531000,55.8099919118472000
414,40,100,37.6362748386924000,55.8084044166187000
415,40,25,37.6363649457389680,55.8094022958951900
416,31,150,37.6376240000000000,55.8074249990000000
417,31,22,37.6383498267231570,55.8107813211158760
418,31,150,37.6383498267231570,55.8107813211158760
419,31,125,37.6392549999999000,55.8119120000000000
420,31,48,37.6394736036837000,55.8157274744887000
421,31,10,37.6457418087209280,55.8239732347915090
422,80,90,37.6051220000000010,55.7096077439708990
423,26,15,37.5368550000000100,55.8375057811618160
424,26,45,37.5273480000000000,55.8392720000000000
425,102,44,37.5918958733656440,55.7624594460657970
426,102,30,37.5933874359765740,55.7632526246267370
427,12,55,37.4361666666100000,55.7208968054318000
428,12,49,37.4198052523698000,55.7198421822642000
429,12,80,37.4148913847036000,55.7176909972859000
430,11,90,37.4180050988644270,55.7342477152295000
431,15,60,37.5174900000000000,55.7159189999999000
432,15,70,37.5247478637164700,55.7212394210088700
433,15,10,37.5140530734274000,55.7137169104121000
434,41,120,37.6233509999999920,55.8644827890600980
435,79,40,37.6196894028784570,55.7153257359178800
436,53,54,37.5971582151013000,55.7449440580204000
437,83,240,37.6463764068434440,55.6812904162312990
438,83,42,37.6405800126866840,55.6800381337590690
439,70,174,37.5997840000000000,55.6766257344485280
440,70,40,37.5938483701770000,55.6737876112396000
441,50,40,37.4801031313106280,55.7793429841127020
442,50,80,37.4796574660162000,55.7786231934453000
443,51,80,37.4950357900685000,55.7940059197824000
444,51,65,37.4951216207571000,55.7940300454896000
445,51,60,37.4946861125473000,55.7947707902281000
446,51,25,37.4944121830974170,55.7946267887860540
447,85,50,37.6113745147878690,55.6647027586608160
448,100,25,37.6204904303143480,55.7651034667251930
449,100,40,37.6209081250250000,55.7656218511054000
450,102,56,37.6057655539760700,55.7566805736932810
451,106,90,37.6092198772451000,55.7598281998584000
452,105,128,37.6741644369191000,55.7385919971895000
453,61,34,37.7099647306039220,55.7332661636695620
454,36,240,37.5779530000000010,55.9005357996448640
455,36,240,37.5820559999999870,55.9006757996860420
456,6,96,37.7952849494047000,55.7579786240739000
457,53,24,37.5602068698277170,55.7280432348486700
458,53,90,37.5584909038531000,55.7291199660395000
459,17,7,37.5007657368286900,55.7512788342351300
460,97,20,37.6317846297368490,55.7374168366783640
461,97,58,37.6343655277539710,55.7336259958947690
462,97,30,37.6322679435582260,55.7346836041585260
463,26,45,37.5220100000000000,55.8271369990000000
464,98,45,37.6550900951651850,55.7714729945752200
465,96,110,37.8211594104966200,55.8157830995937520
466,106,43,37.6005341530053000,55.7794263134560000
467,106,30,37.6003085960243690,55.7804138028068480
468,106,45,37.6003085960243690,55.7804138028068480
469,106,46,37.6015910000000000,55.7805520000000000
470,106,90,37.5998758024263180,55.7810998608067340
471,106,20,37.6003563525593310,55.7813038762818820
472,106,20,37.5979384016082460,55.7821992560385810
473,106,65,37.5970730355072010,55.7843101059384740
474,106,80,37.5960310000000000,55.7854170000000000
475,106,15,37.5943969560627660,55.7870143750042400
476,106,48,37.5929195495495000,55.7885289972103000
477,106,30,37.5943969560627660,55.7870143750042400
478,39,80,37.6103549348760210,55.7888399017172670
479,8,40,37.7415477743299160,55.7887495843814850
480,57,260,37.7571719999999900,55.7110217443797420
481,39,20,37.6134907262431990,55.7862442456042730
482,39,38,37.6147682688270920,55.7903907178067580
483,100,40,37.6228606760865000,55.7876474505085000
484,98,20,37.6493540599623340,55.7715026213144970
485,106,40,37.6004410000000000,55.7733320000000000
486,97,40,37.6366969752592130,55.7448550828193700
487,97,26,37.6401931515892580,55.7429380227476730
488,44,300,37.6769260000000020,55.8919957971346050
489,53,90,37.6022536092220000,55.7440729219548000
490,53,100,37.6019534303500000,55.7438803071254000
491,53,15,37.6020534783108930,55.7435486320551730
492,53,16,37.6015344576358290,55.7426938785174570
493,53,27,37.5988693776710930,55.7419068353446930
494,73,150,37.5058719144892000,55.6341113245692000
495,102,32,37.5986367856582360,55.7620269288365830
496,102,50,37.5970102997813030,55.7631446196854060
497,102,30,37.5958067687718370,55.7642440149172530
498,99,70,37.7575405203428150,55.8229995873803020
499,99,6,37.7575405203428150,55.8229995873803020
500,99,80,37.7638685928673540,55.8280054561169550
501,41,120,37.6128379999999890,55.8575917870407820
502,13,80,37.4260780536754820,55.6804340597543260
503,28,120,37.5112600000000070,55.8037057712923430
504,28,50,37.5024719999999970,55.8117117736273940
505,4,40,37.7878021341136620,55.7953498249362670
506,7,45,37.7927024852285240,55.8048994184410820
507,4,60,37.8000832466515250,55.7949297995784620
508,4,72,37.8000832466515250,55.7949297995784620
509,4,7,37.8000784378337680,55.7956083956197520
510,2,120,37.8304719900871970,55.8009607756036910
511,7,50,37.8288876228209500,55.8081909160107730
512,11,100,37.4128142288285730,55.7364816045354350
513,11,100,37.4128142288285730,55.7364816045354350
514,4,100,37.7862318976653000,55.7932069148133000
515,4,50,37.7879330144950000,55.7932218261576000
516,2,98,37.8060593830190000,55.7930318318662000
517,4,30,37.8038760648800000,55.7935837174844000
518,2,24,37.8070087180531760,55.7930676816314700
519,2,96,37.8079798446717000,55.7931584948294000
520,2,30,37.8150402175387510,55.7950118811229170
521,100,6,37.6426441562531980,55.7832164039046600
522,100,30,37.6408962339094730,55.7873265059682520
523,5,40,37.7944990621640000,55.7449334897272000
524,106,32,37.6159617881900000,55.7641690224639000
525,106,90,37.6173470707502000,55.7640792106841000
526,106,36,37.6184235230594620,55.7642408090387460
527,106,50,37.6139567647775000,55.7677925357647000
528,106,95,37.6139087006200000,55.7681660114374000
529,103,2,37.5694680000000000,55.7975740000000000
530,103,35,37.5685926900937000,55.7983241833178000
531,103,60,37.5601880000000000,55.7998510000000000
532,30,95,37.5022992120815000,55.8634802056971000
533,30,130,37.4937429653233000,55.8661292081007000
534,53,40,37.6052200814466000,55.7435281382524000
535,9,43,37.5556348191614000,55.7447874663091000
536,53,30,37.5783404241223880,55.7441367449393820
537,53,30,37.5764919587959270,55.7387964699104830
538,9,50,37.5207342696506030,55.7350899216220410
539,95,42,37.7168163009786780,55.8201681333759510
540,95,6,37.7310635014198470,55.8148878856583580
541,95,16,37.7230575241975000,55.8191107849740000
542,102,52,37.5640936105975950,55.7638230499053980
543,9,130,37.5287355343854610,55.7359876781507280
544,54,140,37.6168348733229000,55.7423033894505000
545,54,46,37.6165354090692000,55.7417244738958000
546,54,50,37.6186773954727300,55.7359549560804840
547,54,45,37.6186773954727300,55.7359549560804840
548,54,50,37.6189561410812910,55.7341265551315530
549,54,20,37.6188709642058610,55.7341988532191980
550,45,42,37.6365759597840000,55.8739878555034000
551,98,38,37.6502452941864830,55.7738319684165800
552,101,90,37.7054442955130000,55.7955173404814000
553,101,70,37.7058336160500000,55.7944963638262000
554,101,98,37.7057068625131000,55.7949985735338000
555,101,4,37.7142661351761820,55.7934870989778350
556,102,30,37.5638416810000000,55.7655150000000000
557,102,15,37.5703749215149900,55.7713549850820060
558,34,95,37.5969597326330000,55.8895289065187000
559,34,68,37.5974961744376000,55.8891257903899000
560,34,2,37.6033181973807730,55.8869760988086170
561,82,48,37.6558082119501090,55.6470417950766600
562,82,48,37.6583125816405000,55.6405939148851000
563,101,13,37.7160210772883530,55.8047658770192500
564,66,200,37.5691115842892880,55.6826339556933620
565,66,40,37.5685729487771000,55.6838123153312000
566,66,48,37.5643869863573000,55.6786593642226000
567,66,120,37.5641910029755980,55.6798678352819750
568,74,70,37.5572850000000070,55.6718947330849260
569,74,30,37.5566470000000050,55.6760787342908190
570,73,100,37.5078317374225000,55.6317722243323000
571,73,75,37.5052062214586000,55.6312037756642000
572,46,20,37.7161224493776070,55.8715111067260250
573,106,40,37.6150333986295000,55.7606700103564000
574,106,80,37.6149922038667000,55.7607001329202000
575,106,30,37.6143948945288930,55.7604394109655960
576,106,46,37.6134818271666590,55.7628730596666030
577,106,90,37.6132119253608720,55.7634386761275070
578,106,96,37.6114873285469570,55.7651534342108450
579,106,12,37.6115448685387290,55.7651275108139760
580,15,60,37.5264772231579000,55.7255214448208000
581,97,60,37.6270823798040370,55.7441828432613210
