0.557777577,0.406599015,0.200358244,0.105639039,0.203976287,0.381366033,0.518345769,0.479493069,0.228094777,0.073640648,0.070751591,0.038211899,0.03454165,0.012934341,0.007428546,0.008712481
0.226321981,0.729724961,0.354542167,0.143052077,0.04473349,0.181274056,0.418711814,0.481007554,0.384887913,0.122579181,0.056418938,0.041723904,0.021568096,0.013299793,0.006371306,0.007501169
0.101981232,0.308239986,1.092191984,0.315298465,0.053747027,0.040559448,0.117417501,0.326342651,0.43928413,0.173256665,0.065410866,0.019409053,0.009675695,0.013685108,0.009787631,0.006431184
0.061187385,0.122266604,0.359442506,1.069895919,0.185446766,0.051795612,0.030352589,0.21183959,0.37601977,0.365145314,0.1697347,0.046102898,0.017992435,0.01111676,0.006058221,0.004789021
0.173961815,0.089929827,0.109117331,0.446235111,1.442367095,0.291639328,0.063871533,0.029791033,0.165749227,0.424642943,0.271873115,0.119412033,0.027161875,0.006118684,0.005787175,0.009415239
0.452428088,0.176827381,0.06223581,0.118515406,0.32051435,1.166563962,0.235329686,0.043622692,0.022896431,0.11231226,0.244932707,0.134368932,0.059734166,0.017158899,0.002687133,0.010074983
0.529551281,0.580231284,0.270012082,0.055953157,0.085009246,0.253196229,0.983411907,0.272779026,0.074360641,0.023681332,0.056020769,0.07762988,0.071706934,0.016569162,0.010254434,0.006791337
0.439896911,0.688285398,0.612623053,0.297228668,0.037661179,0.046904776,0.189340386,0.951723793,0.181786765,0.042040725,0.026224571,0.024233082,0.045253214,0.030977289,0.01672782,0.003913717
0.213767861,0.435815738,0.602351473,0.45055379,0.118178541,0.035679697,0.073814697,0.158456095,0.686323196,0.137570627,0.040947949,0.008780479,0.02608452,0.029353497,0.010564736,0.008438759
0.139300701,0.293513262,0.446956707,0.641033319,0.36292481,0.113257918,0.037418836,0.088730624,0.171444944,0.705395535,0.159307222,0.033121935,0.016828416,0.014085553,0.012388157,0.021776085
0.249079092,0.224468763,0.374430263,0.462443356,0.453982992,0.304155865,0.127106464,0.05945014,0.109881097,0.218466976,0.735660177,0.167465,0.032832466,0.011943437,0.010922409,0.031639853
0.432558312,0.45122025,0.291783492,0.379525232,0.342269283,0.415411504,0.329437857,0.113767278,0.060974206,0.153339674,0.25895124,0.769145313,0.161019542,0.053841516,0.010538113,0.026594492
0.4304492,0.403200472,0.263372526,0.244273667,0.17478135,0.243089198,0.317504172,0.238890123,0.116809138,0.062909326,0.104258216,0.208221298,0.626665272,0.135208004,0.022540402,0.006702133
0.196970502,0.298690643,0.267286828,0.134762814,0.094882365,0.112989259,0.18817916,0.243838704,0.191651115,0.065232307,0.057767164,0.077742362,0.11112841,0.400383582,0.056929041,0.010603154
0.193482685,0.580884343,0.514222349,0.38950445,0.081058759,0.190424795,0.168133724,0.418708587,0.353678965,0.29658143,0.152759841,0.089050664,0.138449683,0.196462963,0.49492273,0.108627659
0.25342022,0.340033422,0.528297956,0.420776681,0.118359335,0.104215079,0.127815574,0.257616035,0.308040097,0.299824582,0.326923615,0.14543573,0.056967427,0.106462692,0.081162948,0.262744888
