1.985954606,0.276915266,0.049281796,0.06293765,0.017183162,0.090743443,0.158977919,0.114149589,0.050380077,0.065876006,0.037698141,0.021813775,0.002231603,0.000888339,8.28354E-66,6.3995E-120
0.346502285,2.512331578,0.138471426,0.01805562,0.018280704,0.061474047,0.07800476,0.072261977,0.066149014,0.051962684,0.047607416,0.01296217,0.004071084,0.001193104,0.00034843,8.09866E-39
0.002853754,0.537588048,3.091446309,0.112835944,0.01164422,0.047501086,0.047048837,0.073473711,0.072442408,0.062584772,0.047706375,0.021090663,0.00434664,0.000621043,4.95071E-25,0.000182343
0.020183408,0.027149254,1.130753327,4.59375872,0.05452421,0.06225715,0.067445139,0.092716191,0.073423887,0.095841545,0.057533737,0.02945892,0.005132191,0.000925197,6.23661E-33,1.71003E-70
0.023096336,0.014616817,0.005770671,0.557636702,0.299905851,0.04017848,0.026444276,0.031970103,0.019765862,0.026232927,0.014910287,0.009611609,0.000643359,0.001174886,0.000177377,1.22017E-47
0.029282137,0.085673678,0.026654487,0.159206523,0.222549253,0.15895088,0.027085261,0.035229793,0.040334004,0.038715853,0.010867727,0.015577033,0.004271639,0.002293687,0.000464117,0.001287261
0.056004293,0.278550654,0.182713561,0.134204799,0.039843374,0.084777079,0.075173977,0.051265656,0.053894183,0.03070612,0.026985443,0.003632605,0.005420356,0.000425971,1.65775E-48,3.11482E-55
0.091870448,0.16118201,0.117127324,0.068432974,0.015429244,0.05359156,0.07299283,0.053651944,0.057777763,0.030235377,0.004827674,0.009981115,0.000566772,0.002003926,1.848E-123,9.70473E-67
0.027980222,0.087612522,0.06901558,0.318336096,0.007196374,0.025865022,0.024834516,0.033087319,0.06891223,0.026797292,0.032198475,0.008057773,0.005596165,0.000460901,4.82096E-68,2.4044E-92
0.259119987,0.217945577,0.139975405,0.574818515,0.00563494,0.035287441,0.066446141,0.056501715,0.051062775,0.033623158,0.044536811,0.018050505,0.003541325,0.001654659,6.224E-134,3.27686E-72
0.068718269,0.390209455,0.483844365,0.595759093,0.006050182,0.01928828,0.052518614,0.050978439,0.061483488,0.091995221,0.0500546,0.023360662,0.005218502,8.91506E-24,1.2412E-117,5.65016E-78
0.180847833,0.319735637,0.275007535,0.352854425,0.006322553,0.065006165,0.024791182,0.041082016,0.050498768,0.039483667,0.036756423,0.036978091,0.009732244,1.13275E-31,0.000783264,0.000763115
0.063308892,0.050915639,0.025905844,0.130708348,0.01167107,0.001691789,0.015488354,0.042955747,0.009363897,0.015525182,0.012780345,0.006324056,0.02059519,0.010989125,4.42506E-67,2.12122E-37
0.001914787,0.02329847,0.009041392,6.53092E-32,0.001843453,0.001830158,0.011833879,0.005182519,0.005219707,0.008508301,0.001954828,0.01490774,0.008031244,0.017335411,0.011124601,3.457E-126
1.28826E-28,5.12502E-26,1.93538E-40,0.007635197,2.63903E-22,1.70116E-24,1.2613E-26,0.007636359,0.007864195,0.021202043,0.035303503,0.021471777,0.007743128,0.008013787,0.007912894,0.021382644
2.82548E-94,0.021153836,8.47443E-42,0.021295682,4.90041E-36,0.007599934,9.78164E-69,2.23319E-60,1.4384E-48,8.57032E-60,4.70096E-42,1.59958E-46,2.21034E-83,8.8588E-107,1.02043E-80,6.6141E-113
