1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;17;20;25;103;558;617;500;417;300;125;117;97;73;58;55;33;17;13;8;5;3;1;1;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;15;24;17;3;27;89;111;160;196;208;192;207;141;150;90;63;46;30;20;10;7;4;2;0;0;0;0;0;0;0;0;0
