dist,x,y,kinder,school,shop,restaurant
41,37.58967209,55.86879349,642,420,10263,2999
41,37.59879684,55.86673737,406,972,2073,834
32,37.57202911,55.87744522,68,808,3322,2950
39,37.6146431,55.80612946,1066,452,1957,1209
39,37.62060165,55.79487228,275,453,989,2560
39,37.61468124,55.79758072,1372,385,1188,12055
34,37.59244537,55.89014053,1245,381,1366,11611
35,37.58527756,55.82709885,729,443,1008,401
34,37.61435699,55.89544296,476,440,2381,3047
41,37.60360336,55.85952377,1652,432,6949,737
36,37.57225037,55.89782715,1587,383,1897,8419
36,37.58560181,55.89286423,913,383,5846,10619
34,37.61578369,55.88783646,694,425,1323,10426
34,37.61611557,55.90031433,823,440,2742,1215
38,37.58930969,55.83256531,1391,407,8137,2944
34,37.63661575,55.89586258,754,434,3336,266
34,37.59128952,55.90335464,1183,386,11097,1844
34,37.61109543,55.89108276,476,387,2748,1841
35,37.58489227,55.81906891,870,390,2601,1206
38,37.58607864,55.8458519,1140,401,4657,5838
41,37.58749771,55.85618973,192,139,2746,4770
41,37.60325241,55.86680984,73,436,4889,1214
34,37.61457062,55.88944244,605,387,6243,5218
36,37.57067108,55.89183426,270,383,1740,6861
39,37.62360764,55.79704666,275,453,5752,3038
34,37.58877945,55.88811874,1245,381,5939,8440
32,37.57766724,55.87392426,68,414,5368,5319
41,37.60863495,55.86595154,127,394,3352,1842
34,37.60454559,55.89732742,401,393,4918,9545
34,37.62112045,55.89914322,1367,440,2382,1204
35,37.58085632,55.82483673,1228,136,2020,1208
35,37.57533264,55.82993698,1235,439,2024,401
36,37.55316162,55.9012146,745,446,9195,5428
36,37.55565262,55.9024086,745,446,9195,5428
38,37.60202408,55.82346725,914,407,754,1207
41,37.61683655,55.853405,968,396,6335,7391
32,37.58786392,55.88077927,1156,411,103,13
39,37.60380936,55.79684067,1372,395,1599,3056
35,37.57834244,55.82194519,868,55,2019,8202
41,37.58613968,55.86496353,1535,420,2592,6376
35,37.58492661,55.82212448,852,55,2366,1837
34,37.60900116,55.8901062,605,382,2748,1856
39,37.60319138,55.79006958,1251,395,2342,10673
36,37.57575607,55.90535736,858,446,3394,4755
32,37.59593964,55.88324356,963,548,767,1671
41,37.616539,55.86436462,1081,444,2104,1834
39,37.61267853,55.78812408,184,453,5767,6300
41,37.60726929,55.86090851,1652,432,6743,3053
41,37.59135056,55.8598938,635,848,6294,1848
34,37.58838654,55.89780045,643,427,9489,7416
41,37.59630966,55.86123276,635,438,6073,1848
41,37.62017822,55.86738586,182,444,2015,1524
34,37.60590363,55.8972702,401,393,4918,8171
38,37.60188675,55.82402039,914,407,754,1207
35,37.58023834,55.81996536,378,55,8153,9998
38,37.59545517,55.8285675,1338,407,7937,11367
35,37.59613037,55.81433487,369,391,1469,5223
41,37.60448456,55.85821533,1652,432,6949,3053
34,37.61504745,55.8872757,694,425,1323,10426
34,37.61725616,55.88787842,694,425,1323,10426
39,37.6141243,55.7916832,330,385,845,307
34,37.59758377,55.89968491,974,984,5743,357
41,37.61985397,55.86122513,1486,441,5941,2994
39,37.61471558,55.78937531,1251,453,5767,5444
34,37.59742355,55.89222336,1221,392,4289,1857
35,37.57992554,55.82573318,1228,136,2022,401
39,37.61173248,55.80482101,1066,452,1593,1209
41,37.58623123,55.86200333,1535,438,101,7414
34,37.59983826,55.89417648,495,392,5938,2968
38,37.58371353,55.83197021,361,407,3334,2965
34,37.60451889,55.8911438,803,985,29,1853
41,37.59293365,55.85669327,1526,848,6294,12195
41,37.60942459,55.86425781,1081,750,463,1842
41,37.61825562,55.86514282,426,444,2104,1524
35,37.5799942,55.82526016,1228,136,2020,401
36,37.57016754,55.89315796,270,383,1740,1515
39,37.61077118,55.78960419,1251,385,2737,478
35,37.59270859,55.81360245,825,391,1468,10203
34,37.62900925,55.89271164,1669,615,8446,1193
41,37.61817551,55.85357666,968,396,6335,2860
35,37.59143829,55.81876755,870,390,1180,1639
39,37.6120224,55.78522491,184,453,6704,6299
34,37.60337067,55.88901138,103,437,724,3075
41,37.60951233,55.86309052,1081,750,2080,1842
34,37.61230087,55.8947258,1210,440,2381,3047
38,37.59026337,55.83182907,1391,407,8137,2944
36,37.58239365,55.897686,913,383,1123,2872
34,37.60689163,55.89092255,1381,382,29,1856
41,37.61665726,55.86550903,262,444,2104,1524
41,37.59275055,55.86235809,635,438,7365,1854
34,37.6151123,55.89250565,476,387,7312,9064
35,37.59093857,55.82371521,852,443,8805,2983
34,37.62205505,55.8891449,441,425,2605,1845
36,37.55475235,55.90105438,745,446,9195,5428
35,37.57866669,55.82594681,1228,439,2023,1194
41,37.61099625,55.85224152,266,396,10589,6844
32,37.59565353,55.88196564,963,548,3316,1195
40,37.63534927,55.82056046,863,413,746,3059
35,37.58196259,55.81646347,744,390,2017,1836
34,37.6090126,55.89262772,1381,387,726,1841
34,37.60954285,55.88895798,605,382,6936,1856
36,37.57300568,55.89271164,270,383,63,6861
36,37.57662582,55.90191269,227,383,4140,454
34,37.6140976,55.89874649,1428,440,2742,1215
41,37.59951782,55.86359787,1191,433,2743,9198
41,37.59576035,55.86100388,635,438,6073,1848
38,37.58865738,55.83250046,1391,407,8137,2944
38,37.59585953,55.82591629,1424,407,2361,11391
34,37.60380936,55.88641357,1639,437,1367,560
34,37.60910034,55.89635086,1210,393,5129,10064
39,37.60912704,55.78693008,184,385,4786,10022
41,37.61292648,55.8660965,182,394,3328,1863
32,37.587883,55.88471603,263,411,5653,6750
38,37.59627151,55.82740402,1338,407,2356,931
34,37.59449387,55.89662552,643,984,919,1843
39,37.61306381,55.78596878,184,453,6704,6299
32,37.59535599,55.88641739,1689,411,2883,11143
35,37.58080292,55.81765366,744,390,2017,9999
39,37.60213089,55.79622269,1251,395,4193,3043
34,37.5997963,55.89621735,495,392,922,1843
34,37.58879089,55.8903389,1245,381,105,11681
41,37.62465286,55.86552048,426,444,2603,434
39,37.61088943,55.79854584,1372,385,4552,12055
38,37.5921669,55.83371735,1391,407,8137,2944
34,37.60602951,55.88613129,1225,437,10277,6945
34,37.61181259,55.89260864,476,387,726,262
34,37.59763718,55.89861298,974,984,5743,357
34,37.60481644,55.89217758,803,985,29,2968
34,37.61355591,55.89424133,476,387,2381,6010
36,37.57024765,55.90503311,869,446,4688,10711
35,37.58742523,55.81580734,744,390,6310,1206
41,37.60294724,55.86048889,1652,432,1855,737
40,37.61889267,55.81888199,695,413,3356,7371
36,37.58172989,55.90287781,99,383,6130,2849
36,37.57510757,55.89781952,227,383,9059,8193
41,37.61256027,55.85520554,1256,396,6473,7391
41,37.61004257,55.86606216,127,394,3352,1842
35,37.58046341,55.82307434,790,55,2019,1208
41,37.58243942,55.86674118,1535,420,2592,6504
34,37.60894012,55.90034485,1606,440,735,5853
36,37.57885361,55.90435791,858,383,2333,4755
36,37.5858078,55.90019226,913,383,109,10433
36,37.58570862,55.89644623,913,383,1123,10619
34,37.6329155,55.89367294,754,434,3336,266
41,37.61717606,55.86941528,144,444,3308,3007
39,37.60523987,55.78551865,184,395,8699,8039
39,37.6152916,55.79067612,330,453,845,482
41,37.61600876,55.86286926,1081,444,4334,1834
41,37.59635544,55.87168121,134,972,5268,5965
35,37.57859421,55.83041763,1235,439,2024,401
29,37.5759964,55.81129074,647,561,8972,182
41,37.61917877,55.8559227,968,441,1190,2860
34,37.62419128,55.89237595,441,615,5131,5201
34,37.59939957,55.8976326,495,984,922,1843
41,37.57299042,55.86854553,642,420,2592,6504
41,37.58647156,55.86676788,1059,420,461,1846
34,37.61856842,55.89621735,1367,440,187,12178
34,37.61911774,55.89722061,1367,440,10402,1204
34,37.58875275,55.89235687,1245,135,5818,6864
41,37.62362671,55.86726379,262,444,2015,434
34,37.61346817,55.88696671,694,382,1323,10426
36,37.57640457,55.8948822,366,383,67,4713
35,37.58397675,55.82197189,852,55,2366,1837
36,37.57758713,55.89627838,227,383,9619,8097
38,37.57791138,55.84421158,1140,401,5887,8846
38,37.59334564,55.83335876,1391,407,8137,2944
34,37.60823059,55.89163971,1381,382,29,1856
55,37.84770203,55.68475723,679,328,6829,6333
39,37.61507416,55.80807877,1066,452,2329,3052
35,37.59741211,55.81600952,369,391,5164,2978
41,37.58573532,55.85451889,192,139,100,1840
35,37.58828735,55.81222916,825,391,1467,10203
41,37.58342743,55.85461426,192,139,100,10868
41,37.60186005,55.8722496,1686,397,4371,4916
34,37.61351013,55.89365768,476,387,725,262
39,37.6104126,55.79494858,1251,385,8782,10741
41,37.6083107,55.85994339,1652,432,6743,3053
41,37.6089592,55.85857391,1652,432,7362,2993
36,37.58214188,55.88719177,270,383,8867,10617
32,37.5918808,55.88673782,1689,411,6476,1671
39,37.60796738,55.7974472,1372,385,1601,5661
36,37.57012177,55.89590836,75,383,66,1515
41,37.58906937,55.86199951,1535,438,9490,5445
36,37.57228088,55.90407562,869,446,4688,10711
36,37.56837082,55.90360641,869,446,4688,4
32,37.57907867,55.87445068,68,414,5368,5319
41,37.58013153,55.85182953,394,139,11016,12608
35,37.58057022,55.82675934,729,136,2021,401
41,37.6007843,55.87134933,1686,972,4371,4916
34,37.59761047,55.88949203,954,381,10396,558
34,37.61854172,55.89820862,1367,440,10402,1204
36,37.58559036,55.89496994,913,383,4133,10619
39,37.61483383,55.80493927,1066,452,3390,1209
41,37.6000824,55.86520767,1191,433,2073,834
35,37.58853912,55.82063293,870,390,2366,7158
35,37.58677673,55.82616043,729,443,2067,9156
40,37.62831497,55.8208847,863,413,748,10329
34,37.60978317,55.88751221,605,437,6242,1192
34,37.59671402,55.89092255,1221,381,4289,5202
36,37.55080032,55.90301514,745,446,2337,5435
34,37.59540176,55.89343643,1221,389,4289,1828
34,37.62942123,55.8937149,1669,615,9207,1193
41,37.60239029,55.85778046,1652,432,6949,6717
32,37.59170151,55.88105774,1156,548,194,1195
41,37.60490417,55.86738968,73,436,7478,9977
41,37.61286545,55.85423279,1256,396,6473,7391
32,37.57495499,55.87668228,68,808,2125,2950
34,37.59373093,55.89870071,974,427,9271,357
34,37.61951447,55.89276505,441,615,9684,5201
32,37.57709503,55.88148117,712,412,607,1518
38,37.59191513,55.82687759,1338,407,4974,932
35,37.59484482,55.81340027,369,391,1469,5223
35,37.5824852,55.82206726,790,55,2019,1837
34,37.5879631,55.89005661,1245,135,6500,6009
41,37.61311722,55.85836029,1313,396,7362,501
36,37.56845093,55.89381409,366,383,1740,1515
39,37.61285782,55.78680801,184,453,1186,481
34,37.59552002,55.89441299,389,389,5819,1828
34,37.61828232,55.89374924,476,440,7121,6493
34,37.59601212,55.89761734,643,984,920,1843
34,37.61065674,55.89957428,1606,440,735,1215
41,37.6106987,55.87079239,127,397,6519,4716
41,37.59475327,55.86018753,635,848,1854,1848
41,37.60993576,55.85370636,266,396,10589,6844
34,37.58906937,55.90053177,25,427,10476,1844
34,37.63166809,55.8958168,754,434,5927,266
32,37.57824326,55.88023376,712,412,9366,1518
34,37.59151077,55.89917755,974,427,3384,10032
41,37.61045837,55.86011887,1652,432,3258,501
41,37.61752701,55.87099075,144,397,4518,3007
34,37.60759354,55.88381958,918,131,3312,5768
41,37.6086235,55.85424805,1256,396,9676,6844
36,37.58559036,55.90284348,1684,383,5919,4643
6,37.77988052,55.75088882,1048,497,580,8741
5,37.789608,55.74348831,1294,623,7117,297
6,37.78213501,55.759552,193,509,2574,2300
6,37.80674744,55.76031876,1299,485,982,6917
6,37.78091431,55.74429321,983,529,302,12244
6,37.77667236,55.75824356,922,509,297,2301
1,37.83630371,55.72549438,146,477,2926,2288
1,37.83509064,55.73454666,796,531,2573,2289
6,37.80478287,55.756073,1299,485,1809,11954
3,37.83190155,55.77227783,173,476,2928,6008
6,37.78763199,55.76460266,251,488,1127,2308
6,37.79034424,55.75787354,1261,850,6049,2310
6,37.79336548,55.76231384,501,850,1126,388
5,37.80868149,55.75102997,283,518,8128,3170
3,37.8301506,55.75218582,960,492,9755,2299
6,37.7887001,55.7555809,1161,490,4613,9734
6,37.76937103,55.74730682,373,529,5514,12545
6,37.78048325,55.7592392,1395,509,2574,387
6,37.79582596,55.75837708,1261,850,5159,456
5,37.81167221,55.75130463,1611,518,8128,3170
6,37.76337814,55.73920822,1312,517,828,296
3,37.83878326,55.75206375,650,483,4132,2292
5,37.82738113,55.74822998,1320,520,1850,207
6,37.77914429,55.7536087,1660,497,2138,106
6,37.77753448,55.75688934,1395,509,5668,105
6,37.76061249,55.74375534,646,811,4796,2309
6,37.79151154,55.75337219,872,490,10206,109
8,37.74399948,55.76187515,809,495,1798,10471
6,37.77756119,55.7576828,922,509,297,387
6,37.79495239,55.7600708,1261,850,1287,12412
6,37.75866318,55.75800323,36,509,4673,7501
6,37.78634644,55.75862885,193,490,321,2300
3,37.82357407,55.76818848,1014,546,2576,2302
3,37.82923126,55.77238464,173,527,2928,2332
6,37.79066086,55.75733185,1261,850,2932,2310
3,37.82818222,55.77222824,304,527,2139,2332
6,37.75593948,55.74290848,393,811,994,2309
8,37.71917343,55.7545166,229,487,9112,7487
6,37.80258179,55.75861359,1299,485,983,6917
6,37.78570175,55.75761032,1161,490,321,11255
6,37.77582169,55.76005936,922,509,7559,104
6,37.78486633,55.75257874,872,490,312,12441
5,37.82063675,55.75379944,1406,522,5951,2278
3,37.82847977,55.75688934,257,492,1065,2276
3,37.83041,55.751194,650,492,9755,2299
5,37.81559753,55.75300598,1406,522,5691,9168
3,37.83650208,55.7718277,1063,476,2916,2291
3,37.83018494,55.75338364,257,492,1068,2299
1,37.82619858,55.73431015,1662,531,2940,6421
6,37.77935028,55.76207352,1395,919,303,9969
6,37.77814484,55.75342941,1660,497,2138,106
6,37.76160812,55.74547958,646,811,7371,12544
5,37.78121948,55.74169922,1294,521,26,2293
1,37.81593704,55.72519302,836,481,2939,2323
6,37.79958725,55.76330566,501,850,10820,10402
3,37.83060074,55.7514534,650,492,9755,2299
3,37.83187485,55.77160645,173,527,2916,6008
6,37.77892685,55.75479507,1660,490,299,106
6,37.7570076,55.74381638,393,811,994,2309
6,37.76058578,55.75913239,36,509,2000,809
1,37.80939102,55.72039413,836,524,2989,5968
3,37.8288002,55.76787567,1595,527,2912,7306
6,37.78187561,55.74548721,983,529,302,12244
6,37.76956558,55.74426651,82,811,6108,2795
6,37.75683975,55.74462128,393,811,994,2309
3,37.82082367,55.75873566,186,788,1065,2321
6,37.77865982,55.7444458,983,529,5178,7496
6,37.77043915,55.74416733,82,811,6108,2795
3,37.83293533,55.75837326,859,190,1064,2275
5,37.78993988,55.74567032,365,623,1292,2297
5,37.80807877,55.74988937,1262,518,4237,2296
6,37.78054428,55.75320053,1660,490,2138,12441
5,37.79651642,55.74840164,1675,890,10266,2274
3,37.82710266,55.76875687,1014,546,4393,2302
6,37.7799263,55.7610321,1395,919,7559,9969
5,37.78845978,55.74684143,365,623,1291,2297
6,37.76773453,55.74323273,646,811,4895,2795
6,37.760746,55.74308777,646,811,4796,2309
6,37.79112625,55.76296997,501,488,1126,2308
1,37.82846832,55.72238159,1379,526,9876,2318
5,37.82373428,55.75129318,765,522,7509,6892
5,37.79190826,55.74503326,1294,623,1292,12232
6,37.80463028,55.75963974,1299,485,982,6917
6,37.77888489,55.74250793,102,529,3463,7496
1,37.81708908,55.72405243,836,481,46,2323
3,37.82817459,55.75066757,650,492,2933,2299
1,37.81869507,55.72045898,435,161,3455,2290
6,37.78705978,55.75728226,1161,490,2932,9734
6,37.78054428,55.74952316,1048,497,300,12444
1,37.79649734,55.72557068,1638,523,4235,2319
6,37.77760696,55.74426651,983,529,3463,7496
1,37.81354904,55.72340393,836,481,2975,2323
6,37.7856102,55.76312637,251,488,4716,10209
3,37.8352356,55.7555809,859,483,1066,2292
1,37.83068085,55.74003601,1465,493,4386,12311
6,37.77715683,55.75584412,598,509,299,105
6,37.78736115,55.75675583,1161,490,2932,9734
6,37.78871918,55.76379776,501,488,1127,2308
5,37.80501556,55.74969864,86,518,988,2296
8,37.74406433,55.76527023,217,495,4191,5385
6,37.76804733,55.7454567,1604,811,4895,2795
3,37.82541656,55.76647949,1595,546,2973,4135
6,37.77626038,55.75663376,36,509,298,105
5,37.80924606,55.74918365,1262,519,4237,2331
5,37.79436874,55.74687195,1675,890,10266,2314
5,37.78325653,55.74200058,1294,521,3448,2293
5,37.78793716,55.74456024,1294,623,7117,2297
5,37.79868317,55.7467804,1675,890,10266,2274
5,37.81362915,55.74565125,1162,519,1496,8212
6,37.76969147,55.74213028,82,811,1318,2795
5,37.78005981,55.740345,1294,521,26,12814
5,37.79071426,55.74870682,365,890,5532,2314
3,37.82785797,55.76396942,1200,530,4124,2294
5,37.81659317,55.75494766,1406,522,9894,9168
6,37.78899765,55.75505829,872,490,322,9734
6,37.79910278,55.75688171,1299,485,1808,2333
1,37.80688477,55.7231369,1638,523,6111,2319
1,37.81480789,55.72306824,836,481,8055,2285
6,37.7734375,55.7484169,373,529,579,12018
3,37.83644867,55.76264191,1416,190,6430,2286
3,37.82509995,55.7516861,1119,492,2933,2299
5,37.82455444,55.75302124,765,522,3256,6892
3,37.83166885,55.76647949,1416,527,3465,7306
6,37.75862503,55.75773239,36,509,4673,7501
6,37.78667831,55.75260162,872,490,4715,2325
6,37.78931046,55.75766754,611,490,2932,9734
5,37.81246948,55.74541092,1162,519,1496,8212
5,37.78993988,55.74710846,365,623,1292,2297
5,37.82463455,55.75578308,1406,522,1492,2295
1,37.82577515,55.72034073,107,526,2988,11126
3,37.82946777,55.75674057,257,492,1065,2276
1,37.81999969,55.72460938,517,161,5473,7350
1,37.83211517,55.73875427,1465,493,2954,4715
6,37.78453445,55.75681686,1161,490,305,11255
3,37.82716751,55.75572205,257,492,1065,2299
6,37.78899765,55.7582016,611,490,321,9734
6,37.79917526,55.75891876,1299,850,1808,2315
5,37.80617523,55.75393295,86,518,5293,2296
3,37.8385849,55.77322769,1063,476,3459,2291
1,37.81045914,55.72348785,836,481,6111,5968
5,37.79269028,55.74889755,133,890,5532,2314
3,37.83721924,55.76828766,3,527,6524,9097
1,37.81450272,55.72593307,836,481,2939,2323
5,37.82511139,55.75626373,1406,522,2317,2295
1,37.82050323,55.73771667,1517,516,285,103
8,37.74402618,55.76346588,217,495,1798,5385
6,37.79965973,55.75987244,1299,850,983,2315
6,37.77179337,55.74787521,373,529,5514,12018
6,37.78960037,55.75312042,872,490,324,109
1,37.81954956,55.74039078,1517,516,2991,12804
6,37.7872467,55.76341629,251,488,4716,2308
6,37.7965889,55.75513458,1299,850,2075,12101
6,37.77350235,55.75893402,922,509,295,104
6,37.77679825,55.75756073,922,509,297,105
6,37.79949188,55.7604599,1299,850,7580,2315
6,37.80793381,55.75968933,1299,485,982,6917
3,37.83891678,55.75472641,859,483,4132,2292
6,37.79044342,55.75979996,611,850,6049,388
5,37.79797363,55.75004196,133,518,4965,2274
5,37.82050323,55.75831223,1406,522,3434,3148
5,37.79186249,55.74890137,133,890,5532,2314
6,37.78128052,55.75056839,1048,497,580,8741
6,37.77149963,55.74571609,1604,529,5775,2795
1,37.82768631,55.71504974,511,526,10000,2320
5,37.8151207,55.74870682,1162,482,582,9017
1,37.82331467,55.7409935,799,493,6112,2316
5,37.81066513,55.75326538,283,518,8128,2287
5,37.80109024,55.75192642,86,518,986,2296
6,37.75973892,55.74525833,393,811,7371,2309
5,37.77777863,55.73912811,1294,521,26,5465
6,37.77442551,55.75945282,922,509,295,104
3,37.82765198,55.77190399,304,527,2139,2332
3,37.83442688,55.77357101,1063,476,2928,2291
3,37.83536911,55.7687912,3,527,6524,9097
6,37.78326797,55.75715256,1161,490,305,11255
5,37.82727432,55.74794769,1320,520,1850,207
5,37.81853485,55.7484436,765,482,582,9017
3,37.82915115,55.7543335,257,492,24,2299
3,37.83605957,55.75189972,650,483,1070,2292
5,37.81565857,55.74530411,1162,482,4928,2313
6,37.80310822,55.75460434,1299,480,1809,2330
5,37.78622055,55.74243164,1294,521,5179,2293
6,37.78162384,55.76139069,74,919,303,108
6,37.78357315,55.74948502,1048,497,230,5664
5,37.81533432,55.75403976,1406,522,4577,9168
5,37.80712509,55.75379944,283,518,5293,2287
3,37.82777786,55.75357437,257,492,1068,2299
3,37.83041763,55.75514984,257,492,24,2299
5,37.81764603,55.74630737,765,482,1497,2313
6,37.79044342,55.76170349,501,488,1126,388
6,37.78799057,55.7574501,1161,490,2932,9734
1,37.81103516,55.72718048,1638,162,2939,2323
5,37.79929352,55.75243378,86,518,986,2296
6,37.76187897,55.74076462,1312,517,4796,2324
6,37.78243256,55.7518425,872,497,306,12441
1,37.83182907,55.72379684,1379,477,2926,2288
5,37.78428268,55.74158096,1294,521,3448,2293
1,37.82115936,55.74099731,1517,493,2991,12804
1,37.83428192,55.73514557,35,531,2573,2283
3,37.8331337,55.76307297,83,190,6430,9868
3,37.82372665,55.76639938,1595,546,2973,4135
6,37.75876999,55.74661636,393,811,5177,12544
6,37.79006577,55.75918198,611,850,6049,388
6,37.80593109,55.7581749,1299,485,982,6917
3,37.83782196,55.76433945,233,190,4461,2304
3,37.83076859,55.77139664,173,527,2970,2332
6,37.75511169,55.74323273,393,811,994,2309
6,37.78083038,55.76119232,1395,919,303,2298
1,37.8259201,55.72209167,1379,526,3219,7350
6,37.7592659,55.7481575,393,811,5177,3152
5,37.78723526,55.74534607,1294,623,1291,2297
3,37.82752609,55.75700378,186,492,1065,2276
6,37.79696655,55.75447083,1299,485,2075,12101
1,37.81615448,55.71989441,435,524,2575,2311
1,37.81813049,55.71868896,435,524,3455,2311
5,37.82461548,55.75705338,1406,522,1492,2295
6,37.79302979,55.75413513,1261,490,324,12411
5,37.82380676,55.7474556,1320,520,1850,2312
6,37.79698563,55.75917816,1299,850,7580,2315
6,37.75753021,55.74471283,393,811,994,2309
3,37.83184052,55.77092361,173,527,6726,6008
6,37.7968483,55.75655365,1299,850,7845,12101
5,37.8179512,55.75021744,765,482,581,3168
6,37.77825546,55.75465775,1660,509,299,106
1,37.82887268,55.74095917,1544,493,4386,12311
3,37.83024979,55.75489044,257,492,24,2299
1,37.83357239,55.74224091,1465,493,4386,593
8,37.74248123,55.76184082,809,495,1798,6729
6,37.78174973,55.74750519,1048,529,302,12244
1,37.81001663,55.72422028,1638,481,6111,2323
6,37.79787445,55.75630569,1299,485,2075,12101
6,37.79084778,55.76234818,501,488,1126,2308
5,37.82142639,55.74981689,765,520,8569,10931
5,37.79802704,55.74930954,133,518,4965,2274
1,37.82183075,55.74243164,799,493,2990,12804
6,37.77117538,55.74090195,82,517,1318,2324
6,37.77849579,55.74567413,983,529,5178,7496
6,37.75918198,55.74773788,393,811,5177,12544
6,37.75902176,55.74489594,393,811,7371,2309
8,37.73553085,55.76270676,217,495,4705,5385
3,37.8257103,55.7678299,1014,546,2972,2302
6,37.781353,55.7490921,1048,497,6152,12444
3,37.83101273,55.76290131,83,530,6430,9868
6,37.78546524,55.76151276,74,488,319,108
5,37.81388092,55.7485199,1162,519,1496,9017
6,37.800354,55.76028824,1299,850,983,2315
1,37.81663132,55.7215271,517,161,5875,5387
1,37.83276367,55.7276001,146,477,2952,2288
6,37.75830078,55.74481583,393,811,7371,2309
6,37.77924347,55.74516296,983,529,5178,7496
6,37.80150986,55.75458908,1299,480,1132,12127
3,37.82238007,55.76215744,576,530,2973,2294
1,37.83597946,55.74069977,1465,493,2934,593
1,37.8306427,55.7206192,1379,526,2926,2318
6,37.77591705,55.75747681,922,509,297,105
1,37.82686234,55.72314453,1379,526,7721,5914
6,37.76294708,55.74629211,646,811,7371,12544
6,37.76172638,55.74401474,646,811,7371,2309
3,37.83766174,55.75771332,859,479,8017,2317
6,37.77956772,55.74636841,1048,529,302,2303
6,37.80424118,55.75473404,1299,480,1809,2330
6,37.78669739,55.74621201,302,497,316,12556
5,37.80791473,55.753685,283,518,5293,2287
6,37.79101181,55.76138687,501,850,1126,388
6,37.78289032,55.75892258,193,509,2574,2300
3,37.82639313,55.75377274,257,492,24,2299
6,37.77479553,55.76100159,922,509,6305,7308
5,37.81171417,55.7493782,1162,519,8128,3170
3,37.83299637,55.75081253,650,492,1070,2299
6,37.78615952,55.76031876,74,488,320,2300
3,37.83610535,55.7537384,257,483,4132,2292
6,37.79125214,55.76041412,611,850,6049,388
6,37.80664825,55.76030731,1299,485,982,6917
5,37.81393433,55.75468826,1406,522,4577,2287
6,37.78379822,55.74700165,302,497,302,12244
5,37.79912949,55.75284576,86,518,8481,2296
1,37.81145477,55.72001648,435,524,2968,2311
1,37.80736923,55.72406769,1638,523,6111,2319
1,37.82224655,55.74044037,1517,493,6112,12804
6,37.76233673,55.74548721,646,811,7371,12544
6,37.80272293,55.75633621,1299,485,5225,2333
6,37.7883873,55.76209641,501,488,4716,2308
1,37.82400513,55.73361969,1662,531,2942,2329
6,37.77702332,55.74345016,983,529,3463,7496
8,37.73437119,55.76158142,528,487,4704,12320
3,37.83430099,55.75097656,650,483,1070,2292
6,37.78116608,55.7424736,102,529,5178,12244
6,37.75518417,55.74715424,393,811,1288,5128
5,37.81067276,55.75128937,1611,518,8128,3170
6,37.77659225,55.76072693,922,509,304,104
6,37.78476715,55.75189209,872,490,4715,12441
5,37.79896164,55.75006866,133,518,4965,2296
1,37.80554581,55.72296906,1638,523,4235,2319
6,37.79042435,55.75321579,872,490,324,109
1,37.81828308,55.73329926,1178,516,2956,3156
3,37.82873917,55.75615692,257,492,1065,2276
1,37.82015228,55.74183655,799,493,2991,12804
3,37.83901596,55.75566864,859,483,4132,2292
5,37.81276703,55.75404739,1406,522,4577,2287
6,37.79713821,55.75703812,1299,850,7845,456
1,37.81939697,55.73939133,1517,516,285,103
6,37.75749588,55.74228668,393,811,4796,2309
5,37.78317642,55.74127579,1294,521,3448,2293
6,37.75460815,55.74554443,393,811,994,2309
3,37.8373909,55.75242996,257,483,4132,2292
1,37.82361984,55.73575211,1662,516,2942,6421
6,37.78461456,55.75979996,74,919,320,2300
6,37.80517578,55.75524521,1299,820,1810,11954
3,37.83916092,55.77157974,1063,476,2970,2291
5,37.82335663,55.757267,1406,522,1492,2295
5,37.79164886,55.74956131,133,890,5532,936
8,37.7424202,55.76096344,809,495,6270,10471
1,37.83211517,55.7218399,1379,526,2926,2318
3,37.83323288,55.7542038,257,483,24,2292
6,37.76022339,55.74685669,393,811,1289,12544
6,37.79364014,55.75847626,1261,850,5160,12412
3,37.83137131,55.76787567,3,527,3465,9097
6,37.78084183,55.7622757,251,919,303,2298
6,37.80441284,55.75906754,1299,485,983,6917
1,37.82135391,55.72387695,232,161,5473,7350
6,37.77445221,55.75783539,36,509,297,105
5,37.81731415,55.7478447,765,482,1497,9017
5,37.8120575,55.75500488,1406,522,4577,2287
5,37.79483795,55.74945068,133,890,3470,2314
6,37.78768539,55.75270844,872,490,4715,2325
6,37.79967117,55.75590134,1299,485,2075,2333
1,37.8255043,55.73303223,1662,531,2940,2329
6,37.78149796,55.75340652,1660,490,312,12441
6,37.76343918,55.73860168,1312,517,5725,10024
5,37.81035995,55.75408554,283,518,8128,2287
3,37.83900833,55.7564621,859,479,4132,2317
5,37.7856369,55.7454071,1294,921,1291,2297
6,37.77051926,55.74785995,373,529,5514,12018
6,37.760746,55.7451973,646,811,7371,12544
6,37.78077698,55.74554062,983,529,302,12244
6,37.80212021,55.75593948,1299,485,5225,2333
1,37.83733749,55.73709106,35,531,2934,2289
5,37.82413101,55.75189972,765,522,7509,6892
6,37.77897263,55.7571373,1395,509,8025,387
1,37.8211937,55.72052383,232,161,5534,3162
6,37.78796387,55.76280975,501,488,4716,2308
5,37.80337143,55.75230789,86,518,985,2296
5,37.79164886,55.74451065,1294,623,1292,12232
1,37.82820892,55.71987152,107,526,10000,2318
6,37.78701401,55.75204086,872,490,4715,2325
6,37.79221344,55.75625229,1261,850,8650,2310
1,37.79681396,55.72473907,1638,523,4235,2319
6,37.75870514,55.75916672,36,509,2000,809
