15,37.53295,55.730826
16,37.465808,55.662225
15,37.504038,55.703325
15,37.49003,55.696974
9,37.549365,55.746667
12,37.419794,55.71726
10,37.412784,55.756143
12,37.414445,55.722811
18,37.477619,55.741705
17,37.498555,55.747623
18,37.467339,55.732831
15,37.523246,55.727744
9,37.528572,55.736769
18,37.460409,55.720097
11,37.410482,55.74235
18,37.46264,55.736338
18,37.466391,55.723956
18,37.48004,55.73503
18,37.464702,55.732352
14,37.573119,55.896899
11,37.404436,55.738482
12,37.440425,55.715802
12,37.394167,55.718247
17,37.495463,55.740448
9,37.567907,55.747581
16,37.467263,55.658694
9,37.546786,55.742973
17,37.502149,55.739001
10,37.41192,55.76233
12,37.408286,55.723063
11,37.361714,55.78705
11,37.427398,55.736784
17,37.504309,55.752147
11,37.410639,55.730784
12,37.397847,55.719405
11,37.423309,55.732653
16,37.490393,55.663481
11,37.427231,55.729155
12,37.404934,55.717353
12,37.399562,55.711761
16,37.457237,55.670955
16,37.491445,55.664361
11,37.439682,55.732132
12,37.443985,55.724762
17,37.484306,55.764558
15,37.511696,55.720742
15,37.497313,55.689105
10,37.419263,55.750454
10,37.417737,55.751119
12,37.415939,55.71633
12,37.411455,55.721024
16,37.456299,55.66762
9,37.544956,55.745097
26,37.527094,55.828808
35,37.582656,55.823515
33,37.668363,55.859364
52,37.440994,55.838937
51,37.450981,55.799216
49,37.40452,55.813788
49,37.398611,55.797123
50,37.482706,55.806686
52,37.409622,55.848833
69,37.528348,55.64909
86,37.707711,55.617216
86,37.719905,55.624709
86,37.72423,55.616436
84,37.671854,55.679301
84,37.687362,55.680845
76,37.655609,55.600323
86,37.701391,55.610091
82,37.663499,55.646114
85,37.614046,55.651014
81,37.734118,55.623844
87,37.719717,55.596199
85,37.608277,55.650244
79,37.640041,55.709307
91,37.601815,55.603248
89,37.59436,55.634487
80,37.603633,55.693296
87,37.730138,55.605612
87,37.718683,55.598962
91,37.594783,55.587714
80,37.595422,55.713777
90,37.581146,55.610638
91,37.619653,55.605693
88,37.653435,55.626046
89,37.606589,55.628015
89,37.608135,55.636528
91,37.617481,55.599541
78,37.755753,55.63721
88,37.662795,55.621488
81,37.736021,55.617348
86,37.69785,55.613871
90,37.58872,55.609672
87,37.72942,55.606979
81,37.745071,55.624572
91,37.611254,55.600497
76,37.666152,55.596236
88,37.665554,55.633506
76,37.665333,55.584753
86,37.713058,55.611876
91,37.605075,55.591448
91,37.585595,55.59932
77,37.652447,55.582735
76,37.689055,55.581425
76,37.673138,55.584389
76,37.667148,55.575099
81,37.736668,55.615191
76,37.688669,55.583199
87,37.748202,55.606592
87,37.74559,55.60295
81,37.751677,55.617921
81,37.749935,55.620376
81,37.746441,55.628604
78,37.754267,55.636802
78,37.756988,55.632676
84,37.681241,55.684217
90,37.595045,55.613906
89,37.608969,55.638214
84,37.688763,55.689763
78,37.743405,55.635384
77,37.63987,55.590263
88,37.65178,55.632277
102,37.572231,55.757307
28,37.503836,55.806065
19,37.609802,55.763268
74,37.574929,55.672969
28,37.517902,55.800496
26,37.528127,55.836757
25,37.491729,55.883227
34,37.609507,55.884347
106,37.591079,55.775206
45,37.642982,55.869531
44,37.649381,55.877801
34,37.590074,55.892902
35,37.582027,55.824346
31,37.640569,55.804917
40,37.525744,55.936879
41,37.587875,55.854232
84,37.676815,55.683884
82,37.722073,55.636
83,37.654406,55.679151
89,37.608913,55.633174
84,37.704909,55.682853
81,37.749935,55.620376
89,37.614476,55.635964
86,37.72559,55.619832
85,37.610045,55.658058
59,37.753146,55.679668
61,37.748212,55.73394
58,37.701425,55.745891
59,37.749924,55.675772
61,37.716453,55.73386
59,37.74315,55.677501
65,37.676337,55.701529
71,37.517268,55.678111
75,37.536314,55.616541
68,37.593585,55.657964
2,37.775078,55.8065
96,37.791239,55.815252
1,37.819533,55.721148
1,37.813975,55.729587
104,37.689529,55.806868
11,37.411851,55.753261
10,37.41192,55.76233
13,37.4818,55.713181
15,37.485407,55.684693
18,37.45551,55.730884
12,37.411092,55.661348
18,37.456477,55.713303
18,37.791241,55.815344
13,37.452795,55.677832
11,37.411198,55.747268
10,37.419263,55.750454
11,37.410665,55.729621
14,37.491168,55.674117
74,37.695203,55.778061
85,37.60825,55.652084
82,37.717826,55.636211
103,37.563605,55.79738
98,37.659411,55.782601
102,37.566368,55.760953
54,37.61122,55.735384
53,37.576798,55.716804
98,37.635587,55.76877
105,37.656554,55.743033
105,37.687713,55.742377
67,37.575047,55.711808
103,37.581054,55.508652
3,37.830349,55.760506
88,37.666165,55.622284
97,37.626287,55.742235
107,37.528589,55.784166
79,37.517877,55.812419
58,37.711138,55.762643
76,37.677182,55.582619
89,37.607553,55.629781
98,37.667698,55.78381
30,37.493028,55.870695
61,37.720021,55.73238
64,37.742154,55.7061
104,37.66792,55.791102
102,37.523755,55.751075
63,37.792928,55.715435
63,37.787668,55.713457
55,37.820108,55.697855
57,37.775638,55.708399
63,37.792975,55.718829
57,37.75823,55.698716
59,37.753892,55.68432
57,37.757081,55.709593
59,37.741288,55.674993
57,37.770975,55.707234
59,37.760614,55.67741
55,37.80481,55.717562
58,37.689768,55.757425
58,37.70335,55.744886
58,37.701022,55.757412
55,37.806399,55.713015
61,37.745399,55.731239
59,37.769799,55.672296
57,37.769059,55.702636
57,37.770913,55.713073
65,37.666184,55.729366
64,37.736187,55.69483
64,37.740062,55.715029
57,37.772799,55.697168
65,37.675301,55.707828
64,37.736839,55.717598
62,37.699503,55.657485
60,37.713485,55.651984
60,37.72048,55.643605
65,37.672197,55.706506
62,37.719671,55.684058
59,37.750183,55.669661
57,37.788581,55.70668
58,37.691506,55.760598
64,37.741,55.701239
58,37.711706,55.767494
58,37.721254,55.747223
62,37.729363,55.688169
59,37.75336,55.675349
63,37.76529,55.730175
57,37.787241,55.700252
64,37.735437,55.717322
62,37.727064,55.680343
55,37.81848,55.697445
63,37.778266,55.727502
59,37.810452,55.674772
62,37.722442,55.670273
59,37.768899,55.671468
60,37.737486,55.643823
60,37.748498,55.647029
60,37.713907,55.651124
67,37.537704,55.689229
74,37.557692,55.665051
66,37.570968,55.682217
68,37.606018,55.66041
72,37.524951,55.663587
67,37.539442,55.688224
74,37.559724,55.652235
69,37.532198,55.636499
60,37.718832,55.643584
75,37.53913,55.59068
60,37.735912,55.650713
69,37.515137,55.64235
59,37.74238,55.67846
67,37.555324,55.698627
67,37.548891,55.695269
67,37.551367,55.695813
60,37.732021,55.648623
60,37.736159,55.644147
69,37.535585,55.645685
73,37.482566,55.644254
71,37.54237,55.681972
66,37.585919,55.691978
69,37.519305,55.651052
66,37.564412,55.684197
75,37.540808,55.594084
75,37.516907,55.598105
69,37.516519,55.637748
71,37.521726,55.680011
67,37.547636,55.691573
72,37.548941,55.668905
75,37.517208,55.606738
75,37.542287,55.599655
69,37.52555,55.645967
67,37.548843,55.68487
74,37.556594,55.676168
66,37.568387,55.678202
67,37.572533,55.706797
74,37.563846,55.669386
66,37.586364,55.685945
75,37.524368,55.601468
68,37.596974,55.660273
70,37.595399,55.667839
70,37.59848,55.685026
70,37.596921,55.681649
68,37.584042,55.646269
68,37.580237,55.656997
68,37.599704,55.649571
68,37.596698,55.644408
68,37.576893,55.652307
70,37.601734,55.675341
66,37.562045,55.680573
70,37.590078,55.67177
68,37.578974,55.656084
75,37.54693,55.614376
75,37.530062,55.610475
71,37.543394,55.677016
60,37.767482,55.663702
60,37.764713,55.660071
75,37.541764,55.608081
75,37.513286,55.606932
75,37.528697,55.603806
60,37.774557,55.665374
69,37.547132,55.641893
55,37.855112,55.697168
60,37.750493,55.655079
60,37.747415,55.649808
69,37.537139,55.648181
75,37.552761,55.606081
55,37.860302,55.682577
75,37.533548,55.600264
55,37.849793,55.689193
55,37.862304,55.686497
60,37.761962,55.650695
55,37.846778,55.687387
60,37.754972,55.656555
69,37.534406,55.63432
55,37.855391,55.680497
75,37.528661,55.610184
55,37.814686,55.699735
73,37.503925,55.627005
73,37.509355,55.632912
73,37.484731,55.621268
75,37.517706,55.599246
73,37.407168,55.74558
75,37.542278,55.607239
69,37.523582,55.626565
75,37.540484,55.59236
60,37.745381,55.660191
60,37.757702,55.666565
59,37.760564,55.669351
60,37.77571,55.659744
56,37.796868,55.631656
59,37.789593,55.667751
59,37.777998,55.666878
75,37.55419,55.60588
75,37.520477,55.60724
53,37.577201,55.740317
53,37.560259,55.723941
53,37.56971,55.723486
53,37.595637,55.746933
102,37.56814,55.756547
102,37.569683,55.76866
106,37.590638,55.774456
102,37.588041,55.768294
53,37.575102,55.719412
106,37.596998,55.785158
100,37.630125,55.787539
98,37.642255,55.773349
93,37.640365,55.759526
93,37.65558,55.760505
93,37.677712,55.770752
69,37.539772,55.637133
93,37.707141,55.773486
105,37.676847,55.745193
105,37.671396,55.728999
105,37.68464,55.735309
105,37.652045,55.737766
97,37.63719,55.743654
97,37.629695,55.735176
97,37.623448,55.724218
97,37.626743,55.728101
53,37.59072,55.732733
93,37.648667,55.763238
98,37.669738,55.784374
97,37.626074,55.743102
98,37.662665,55.778436
34,37.593082,55.89136
34,37.6102,55.889761
36,37.581858,55.900672
45,37.651121,55.874627
39,37.612204,55.795916
34,37.590388,55.901656
34,37.612585,55.891093
43,37.654691,55.852113
34,37.593917,55.894307
35,37.5868,55.81769
35,37.594193,55.815133
34,37.598666,55.894421
34,37.605735,55.894785
41,37.610022,55.865441
39,37.60056,55.795426
41,37.614158,55.857163
41,37.609648,55.872123
44,37.648108,55.883883
44,37.667425,55.885579
31,37.65286,55.821751
38,37.581798,55.845283
31,37.640289,55.817719
44,37.67093,55.889394
45,37.623911,55.876686
45,37.630078,55.876027
44,37.657287,55.890472
38,37.591467,55.831196
43,37.635908,55.850781
37,37.680577,55.872598
33,37.660516,55.868407
32,37.590816,55.883211
32,37.579336,55.880133
40,37.633718,55.818607
32,37.580016,55.875439
45,37.642691,55.875131
31,37.641928,55.807066
33,37.66271,55.874365
42,37.663801,55.83169
37,37.688807,55.879576
41,37.587545,55.865836
46,37.695939,55.864793
37,37.698788,55.884174
46,37.688281,55.851394
44,37.66413,55.891295
34,37.619222,55.8884
44,37.658881,55.890695
34,37.590245,55.899478
41,37.589072,55.872905
37,37.696561,55.876099
37,37.694084,55.8843
33,37.670866,55.866433
41,37.604983,55.86027
41,37.596334,55.863526
34,37.635706,55.895207
45,37.642589,55.867713
41,37.608692,55.868788
34,37.607918,55.888292
41,37.592453,55.861527
35,37.575163,55.824946
34,37.616216,55.897285
41,37.619304,55.858718
44,37.652353,55.878943
35,37.585415,55.82594
41,37.619508,55.865371
45,37.618355,55.877574
36,37.566767,55.904003
46,37.711363,55.877297
46,37.698427,55.866445
33,37.657266,55.866114
43,37.659334,55.853709
46,37.714999,55.877726
39,37.610452,55.80306
39,37.621622,55.79381
43,37.631735,55.853723
2,37.815758,55.796135
96,37.821136,55.81893
96,37.792382,55.814816
96,37.759787,55.806644
7,37.776908,55.803186
7,37.801055,55.808806
2,37.815581,55.799952
7,37.822136,55.808025
95,37.728622,55.813647
95,37.728624,55.817358
104,37.695666,55.783343
99,37.757135,55.828905
95,37.697064,55.816387
96,37.808078,55.813581
101,37.727595,55.80368
3,37.826527,55.775884
104,37.696627,55.794892
95,37.724368,55.814192
95,37.720354,55.809501
101,37.716885,55.801866
7,37.767692,55.803259
3,37.835535,55.773183
1,37.834804,55.72441
4,37.790635,55.801758
3,37.837974,55.757056
6,37.804404,55.75399
1,37.811632,55.724008
5,37.819334,55.746367
3,37.837933,55.755381
4,37.796319,55.799659
6,37.801837,55.757061
96,37.789415,55.812344
8,37.731902,55.762914
6,37.783195,55.763822
4,37.781189,55.793549
